மற்றும்	y
மன்னிக்க	perdonen
மன்னிக்க	perdono
மன்னிக்க	perdona
மன்னிக்க	perdone
ஜாக்கிரதை	cuidado
ஜாக்கிரதை	cuídate
எஸ்கிமோ	esquimal
எஸ்கிமோ	esquimales
இறக்கங்கள்	desembarques
இறக்கங்கள்	aterrizajes
பிடித்திருக்கிறது	gustar
பிடித்திருக்கிறது	como
அரசியல்வாதிகளும்	políticos
அரசியல்வாதிகளும்	politicos
இனிவரும்	próximas
இனிவரும்	próximos
இனிவரும்	próximamente
இனிவரும்	próximo
கொத்தமல்லி	cilantro
கொத்தமல்லி	pepinos
தணிக்க	saciar
வெறுக்கத்தக்க	despreciables
வெறுக்கத்தக்க	despreciable
உருமறைப்பு	camuflaje
காலாவதி	caducidad
காலாவதி	vencimiento
காலாவதி	expiración
காலாவதி	expirar
காலாவதி	caduca
காலாவதி	expira
ஈரப்பதத்தை	humedad
சிவிக்	cívica
சிவிக்	cívico
சிவிக்	cívicos
சிவிக்	cívicas
பெண்ணியவாதி	feminista
பெண்ணியவாதி	feminismo
பெண்ணியவாதி	feministas
விகிதவியல்	estequiometría
ஆலங்கட்டி	granizo
இடைநிறுத்தப்பட்டது	pausa
ஊனமுற்ற	discapacitados
ஊனமுற்ற	minusválido
ஊனமுற்ற	discapacitado
ஊனமுற்ற	minusválidos
கடோலினியம்	gadolinio
பார்ன்ஸ்	graneros
ஸ்டீரியோ	estéreo
தனிப்பயன்	personalizado
தனிப்பயன்	personalizada
தனிப்பயன்	costumbres
தனிப்பயன்	costumbre
ஆய்கிறது	analizando
டெல்லர்	cajero
சிற்றின்ப	erótico
சிற்றின்ப	eróticos
சிற்றின்ப	erótica
நோட்டம்	monitorear
நோட்டம்	supervisar
சீரியல்	serie
கருப்பன்	núcleo
பாவத்தை	pecado
கவனியுங்கள்	atención
கவனியுங்கள்	atencion
கவனித்தல்	escuchando
கவனித்தல்	escuchar
கவனித்தல்	escucho
ஸ்காட்ச்	escocés
ஸ்காட்ச்	whisky
ஆசனங்கள்	lechos
ஆசனங்கள்	sillones
ஆசனங்கள்	sofás
பீன்ஸ்	judías
பீன்ஸ்	frijoles
பீன்ஸ்	frijol
பீன்ஸ்	granos
பீன்ஸ்	habichuelas
காட்டுக	mostrar
காட்டுக	espectáculo
கருத்தியம்	idealismo
நிரப்புதல்	relleno
நிரப்புதல்	llenando
நிரப்புதல்	llenar
நிரப்புதல்	llenado
ஆபரணம்	adorno
ஈவ்	eva
ஈவ்	víspera
ஜிப்சம்	yeso
ஹாக்ஸ்	halcones
கேலரி	galería
கேலரி	galeria
வெதுவெதுப்பான	caliente
வெதுவெதுப்பான	cálida
வெதுவெதுப்பான	cálido
வெதுவெதுப்பான	tibio
அடிலெய்ட்	adelaida
புகாரை	contencioso
புகாரை	disputa
புகாரை	controversia
கோரப்பட்டது	pedida
கோரப்பட்டது	solicitados
கோரப்பட்டது	solicitada
கோரப்பட்டது	solicitado
சந்தேகத்திற்குரிய	sospechoso
சந்தேகத்திற்குரிய	sospechosa
தேர்ந்தெடுக்கிறது	seleccionar
தேர்ந்தெடுக்கிறது	seleccionando
சீசனுக்கு	apuesta
சீசனுக்கு	apuestas
சுருங்க	huella
கார்டுகள்	naipes
கார்டுகள்	tarjetas
கார்டுகள்	cartas
கார்டுகள்	baraja
அலசல்	diagnóstico
அலசல்	diagnostico
அலசல்	diagnósticos
ஜாமீன்	fianza
அரவணைப்பில்	abrazo
ஓயாமல்	perpetuo
ஓயாமல்	perpetua
பேரின்ப	dichosa
அரிமானம்	corrosión
உறுதிசெய்யப்பட்டது	confirmada
உறுதிசெய்யப்பட்டது	confirmados
உறுதிசெய்யப்பட்டது	confirmado
உறுதிசெய்யப்பட்டது	confirmadas
பலகோணம்	polígono
கதவுகளை	puertas
அர்த்தமற்ற	ilógico
அலிசன்	allison
பைபிளில்	biblia
நம்பமுடியாத	increíble
நம்பமுடியாத	increible
நம்பமுடியாத	increíbles
உதைத்து	patada
உதைத்து	patear
உதைத்து	patea
துருவி	exploradora
துருவி	explorador
க்ரிஸ்	cris
தத்தெடுத்து	adoptado
தத்தெடுத்து	adoptada
தத்தெடுத்து	adoptados
சுரைக்காய்	calabacín
தோகை	pluma
பார்ப்பதை	viendo
டைபர்	tíber
கிரிகோர்	gregorio
வெள்ளரி	pepino
வெள்ளரி	pepinos
சுத்தியல்	martillo
அவிழ்த்து	desata
அவிழ்த்து	desatar
முயற்சிக்கிறேன்	probando
முயற்சிக்கிறேன்	intentando
முயற்சிக்கிறேன்	tratando
முயற்சிக்கிறேன்	intentándolo
தீவனம்	forraje
தீவனம்	forrajes
மெட்ரோனிடசோல்	metronidazol
உடைத்த	rompió
உடைத்த	roto
உடைத்த	quebrada
உடைத்த	quebrado
கேட்கப்பட்டது	preguntado
கேட்கப்பட்டது	pregunté
கேட்கப்பட்டது	preguntó
விழுவது	cayendo
விழுவது	caída
ஜெபம்	oración
ஜெபம்	rezo
ஜெபம்	plegaria
ஜெபம்	oracion
சாம்சன்	sansón
பெயிண்ட்	pintura
பெயிண்ட்	pinta
பெயிண்ட்	pintar
துணிச்சல்	atrévete
துணிச்சல்	atreves
தோற்றமுரண்	paradojas
தோற்றமுரண்	paradoja
கையுறை	guantes
தூண்டுவது	estimulación
தூண்டுவது	estimulante
தூண்டுவது	estimulantes
தூண்டுவது	estimulando
தூண்டுவது	estimular
கோபமாக	enfadada
கோபமாக	enojada
கோபமாக	enfadado
கோபமாக	enojado
பொறுப்பற்ற	irresponsables
பொறுப்பற்ற	irresponsabilidad
பொறுப்பற்ற	irresponsable
பிரகாசமாக	brillante
பிரகாசமாக	luminoso
மகனுடன்	hijo
கவுதாரி	francolinus
தண்ணீரைக்	agua
சாப்பிட்ட	comió
சாப்பிட்ட	comieron
சாப்பிட்ட	devorado
சாப்பிட்ட	comí
சாப்பிட்ட	comido
சாப்பிட்ட	comi
டிராய்	troya
மலர்களால்	flores
மலர்களால்	flor
சுருக்கெழுத்து	taquigrafía
சிம்மம்	león
இணையதளத்தை	web
இணையதளத்தை	sitio
புருவம்	frente
புருவம்	cejas
புருவம்	ceja
புருவம்	ceño
சிட்டிசன்	ciudadanos
சிட்டிசன்	ciudadano
சிட்டிசன்	ciudadana
சிட்டிசன்	ciudadanas
துத்தம்	simboliza
சுருக்கு	desplome
சுருக்கு	derrumbe
சுருக்கு	colapso
சுருக்கு	cremallera
சுருக்கு	soga
ரம்	ron
கையகப்படுத்துதல்	adquisición
