من	출신
السداد	상환
السداد	결제
السداد	지불
السداد	송금
كسرت	생김
لاكي	행운
لاكي	럭키
متراصة	모노리스
الاستفسار	문의
الشحوم	그리스
بطاطا	감자
لوم	비난
مهينة	모욕적
مهينة	모욕
المخاط	점액
مجنونة	미쳐
مجنونة	미친
تاكر	터커
الوسادة	쿠션
الوسادة	베개
الفرامل	브레이크
الماكينة	머신
الماكينة	기계
هاليفاكس	핼리팩스
التسريب	누출
ايصال	영수증
لانكا	스리랑카
الجفون	눈꺼풀
خطيبة	약혼자
خطيبة	약혼녀
ميسا	메사
الانطباعية	인상주의
الاربعين	마흔
التدليك	안마
التدليك	마사지
جيرزي	저지
تعويذة	철자
فاتورة	윌리엄
تامبا	탬파
هجرت	버림
اتاتورك	아타튀르크
الدكتاتور	독재자
المقلي	볶음
المقلي	튀김
غارفيلد	가필드
هاربين	하얼빈
بطئ	느려
بطئ	느리게
بطئ	느린
سحري	마법
البيروفي	페루
كاسبر	캐스퍼
البنتاغون	펜타곤
النافورة	분수
ستامفورد	스탬퍼드
تعليل	추리
تعليل	설명
تعليل	추론
لارنكا	라르나카
باريتو	파레토
المشبك	클램프
غوا	고아
التوسيع	급팽창
التوسيع	확장
التوسيع	팽창
التوسيع	전개
سبا	스파
تشيناي	첸나이
سيسيليا	세실리아
سفين	스벤
كاديلاك	캐딜락
منتفخ	부어
صوتوا	투표
واقفة	스탠딩
المدخن	흡연
المدون	블로거
مدمن	중독
مدمن	중독자
شريكة	파트너
كندور	콘도르
صكوك	인스트루먼트
صكوك	악기
نوقش	논의
المحرمات	금기
الفزع	패닉
الفزع	공황
تتذكر	기억하기
تتذكر	기억
تتذكر	기억하라
تتذكر	기억해
البيتزا	피자
يفيض	넘쳐
الصراخ	질러
اليرقان	황달
دولف	돌프
ادب	문학
بيبسي	펩시콜라
بيبسي	펩시
الباص	버스
يكذب	거짓말
جوزفين	조세핀
المتداول	굴러
المتداول	롤링
جيلي	젤리
التحذيرات	경고
الاسترالية	오스트레일리아
الاسترالية	오스트레일리아의
القلادة	목걸이
اشتراط	요구사항
الليتوانية	리투아니아
الليتوانية	리투아니아어
عقلاني	합리적
جامدة	정적
ابراج	타워
فيلاديلفيا	필라델피아
العبوة	포장
منتجين	프로듀서
سماعات	이어폰
سماعات	헤드폰
الادلة	증거
كنوت	크누드
المنحدرين	아프로
المني	정자
المني	정액
سكوفيلد	스코필드
مفرزة	분리
العروسة	신부
كامبوس	캄포스
مكعبة	정육면체
مكعبة	큐브
المعونات	원조
المشبوهة	의심
المشبوهة	의심스러운
الاساتذة	교사
الاساتذة	교사들
ستوديوهات	스튜디오스
ستوديوهات	스튜디오
تصليح	수리
الوسطاء	중개인
روفوس	루푸스
روفوس	루퍼스
بوفيه	뷔페
الجيلاتين	젤라틴
شقرا	샤크라
اشعار	공지
اشعار	알림
للامام	전달
للامام	전진
للامام	앞으로
التناسب	비례
التشارك	공유
الاحوال	조건
اشتركوا	구독
غيبسون	깁슨
اسنان	치아
اسنان	이빨
غودمان	굿맨
غوين	그웬
براء	무죄
جاريت	개럿
جاريت	개릿
فروست	서리
فروست	프로스트
ليروي	리로이
مبرد	라디에이터
مبرد	쿨러
يجدد	갱신
تعاريف	정의
بوتنام	퍼트넘
مخيف	무서운
مخيف	소름
مخيف	무섭다
الذل	굴욕
تقلصات	수축
بالغين	성인
بالغين	어른
جاستن	저스틴
كارينا	카리나
متوترة	긴장감
متوترة	긴장
السوط	채찍
الزركونيوم	지르코늄
الالية	메커니즘
بضاعة	상품
لويل	로웰
غاضبة	화가
غاضبة	화난
غاضبة	화나
غاضبة	앵그리
سيولة	유동성
اللقلق	황새
الجنسانية	성별
المتطوعون	자원봉사
المتطوعون	자원봉사자
المتطوعون	봉사자
السويديين	스웨덴인
غيلبرت	길버트
وهج	글로
راضية	만족
تيس	테스
فلينت	플린트
ليب	입술
كابوس	악몽
النضوج	성숙
النضوج	성숙도
طماطم	토마토
الاختلال	불균형
الكمين	매복
الخرافة	우화
المحققون	수사관
المحققون	탐정
خبيرة	전문가
المبرر	정당화
المتاجرة	상품화
المتاجرة	무역
المتاجرة	거래
المتاجرة	트레이딩
اكسفورد	옥스포드
اكسفورد	옥스퍼드
المنتجون	프로듀서
هانتر	사냥꾼
هانتر	헌터
متناسب	비례
متحيزة	편향
الاساطير	레전드
الاساطير	신화
الاساطير	전설
كونترا	콘트라
يتناقص	감소
حوافز	인센티브
الاناضول	아나톨리아
فرو	모피
مصاصة	롤리팝
سكران	취해
ترنر	터너
الشمعة	양초
الشمعة	촛불
ازدراء	경멸
موظفون	스탭
موظفون	직원들
موظفون	직원
الاستشارة	협의
الاستشارة	상담
بلاستيك	플라스틱
بلاستيك	비닐
بلاستيك	성형
اشعاع	방사능
اشعاع	방사선
اشعاع	방사
اشعاع	방사성
دحض	반박
الباذنجان	가지
ايست	동부
ايست	이스트
ايست	동쪽
الابار	웰스
فيدرالي	연방
علانية	공개적으로
ديكو	데코
ميكو	미코
الاكسجين	산소
نداءات	호소
نداءات	항소
التراكمي	누적
كامو	위장
شيفر	면도기
السقيفة	베란다
السقيفة	펜트하우스
السقيفة	현관
منهجيات	방법론
الروبيان	새우
الزقاق	골목길
الزقاق	골목
الزقاق	앨리
بالغا	성인
بالغا	어른
صنم	페티시즘
الاجهاض	낙태
الايطالية	이탈리아어
الايطالية	이탈리아
الايطالية	이탈리아인
تارتو	타르투
التبرير	정당화
مصروفات	비용
الابتسامة	미소
الابتسامة	스마일
الابتسامة	웃어
سوبا	소바
ملفوف	양배추
عمو	삼촌
عمو	아저씨
الغسق	황혼
التسديد	상환
شيفا	시바
بايلي	베일리
ماصة	흡수
الحصيلة	결과
هنتنغتون	헌팅턴
جبنة	치즈
الافتقار	부족
اموال	머니
اموال	돈이
جورجية	조지아
جورجية	조지아어
قيراط	캐럿
خاركوف	하리코프
فاسد	부패
اسعار	가격
رودريجو	로드리고
القادمون	도착
تمزيق	추출
ايرادات	소득
ايرادات	수입
ايرادات	수익
اعلانات	발표
اعلانات	공지
اعلانات	공지사항
اعلانات	광고
مساو	평등
سيناتور	상원
سيناتور	상원의원
اضافي	연장
كناري	카나리아
الجشع	탐욕
الجشع	욕심
براينت	브라이언트
تنازع	분쟁
تنازع	갈등이
تنازع	충돌
تنازع	갈등
قبعات	모자
تيتانيوم	티타늄
تيتانيوم	타이타늄
ستو	스튜
شارما	샤르마
تنبؤات	예측
شيكي	시키
فقمة	물개
جابرييل	게이브리얼
جابرييل	가브리엘
التطريز	자수
المنحرف	변태
ادراك	인식
ادراك	실현
ادراك	지각
السنغالي	세네갈
بصر	광경
بصر	시력
المنافقين	위선
تنجانيقا	탕가니카
صراخ	질러
الينا	엘레나
منعزل	고립
مانسفيلد	맨스필드
الانبياء	예언
الانبياء	예언자
المصادرة	몰수
الاستخراج	풀기
الاستخراج	추출
المراحيض	변기
الاقدام	발발
ائتمان	신용
ائتمان	신용카드
ائتمان	크레딧
يسعد	행복하다
يسعد	해피
يسعد	행복
يسعد	행복해
يسعد	행복한
انسخ	복사
انسخ	사본
انسخ	카피
انسخ	복사본
الادوار	역할
لياقة	피트니스
ورك	엉덩이
نحلة	벌벌
نحلة	꿀벌
الالماني	독일인
الالماني	독일
الالماني	독일어
الخطف	납치
كتبة	점원
المتقاعدين	퇴직
المتقاعدين	은퇴
منتهي	완료
منتهي	완료되었습니다
اخترق	해킹
عزيمة	해결
التعيينات	약속
التعيينات	예약
الايراني	이란어군
الايراني	이란
الايدز	에이즈
المسعى	퀘스트
تواضع	겸손
اشارات	태그
اشارات	신호
ساترن	토성
بنديكت	베네딕토
بنديكت	베네딕도
بنديكت	베네딕트
مدفوع	유료
بالسويد	스웨덴
تكميلية	보충
تكميلية	보완
مكالمات	통화
عشت	살았던
سرعوف	사마귀목
سرعوف	사마귀
المحاضر	레코드
المحاضر	강사
غروزني	그로즈니
غريزة	본능이
غريزة	본능
غريزة	본능적
نكتة	농담
راسيل	러셀
ارضية	바닥
الصراحة	정직
الصراحة	성실
تيلر	타일러
بويبلا	푸에블라
امانة	정직
امانة	성실
يدا	핸드
اندرو	안드레아
اندرو	앤드류
اندرو	앤드루
ستانتون	스탠턴
التعتيم	정전
التعتيم	정전기
التعتيم	블랙아웃
التجاوز	덮어쓰기
ممرض	간호
ممرض	간호사
ويلارد	윌러드
ترقص	춤추는
ترقص	댄싱
تشافي	사비
نقر	클릭
الراديوم	라듐
الباني	알바니아인
الباني	알바니아어
الباني	올버니
الباني	알바니아
برت	버트
فرانكنشتاين	프랑켄슈타인
المعكرونة	파스타
المعكرونة	국수
اوت	오트
لوند	룬드
الاضرار	손해배상
الاضرار	피해
الاضرار	손상
الاضرار	손해
رساله	메시지
رساله	메세지
الاجيال	세대
رغوة	거품
محفل	포럼
نبني	빌드
جوارب	양말
جوارب	스타킹
الرضى	만족
الرضى	만족도
الترف	럭셔리
الترف	명품
كروموسومات	염색체
الصحارى	사막
شيراتون	쉐라톤
احساس	센스
احساس	느낌이
احساس	기분
احساس	느낌
احساس	감각
يانغون	양곤
شهوة	갈망
شهوة	욕망
شهوة	성욕
الالكترونيات	전자공학
الالكترونيات	일렉트로닉스
الالكترونيات	전자제품
موزارت	모차르트
باميلا	파멜라
احفاد	손자
رودني	로드니
الماسي	비극
جاسبر	재스퍼
لعن	저주
لعن	저주받은
المسمار	손톱
المسمار	발톱
المسمار	고정
المسمار	스파이크
خدش	스크래치
الازدواجية	이중성
الاميرال	제독
تصارع	레슬링
ديمون	데이먼
رصاصات	총알
الكيك	케이크
الثوريوم	토륨
كوبولا	코폴라
ترس	톱니바퀴
ترس	기어
اصفر	노랑
اصفر	노랑색
اصفر	노란색
اصفر	황색
بوشكين	푸시킨
التايلندية	타이
التايلندية	태국어
التايلندية	태국
بريء	무죄
السرداب	지하도
السرداب	지하
سنجاب	다람쥐과
سنجاب	다람쥐
الانقاذ	구출
الانقاذ	구조
الطوربيد	어뢰
رودريغز	로드리게즈
رودريغز	로드리게스
الرفاق	동지
بيلاروس	벨라루스
شيلدون	셸던
اسبوعي	주간
اسبوعي	매주
التورم	부어
مربية	보모
العصائر	주스
العصائر	쥬스
الهبات	기부금
الهبات	선물
الهبات	기부
الهيروين	헤로인
اضاف	추가되었습니다
اضاف	추가됨
طغت	압도
انثى	암컷
انثى	여성
طبل	드럼
الشروح	주석
خمسه	파이브
خمسه	다섯
مشجعة	격려
راى	레이
راى	쏘우
بشان	대략
بشان	소개
اقراص	알약
انطوان	앙투안
مشغولة	바쁘다
مشغولة	바빠
مشغولة	바쁜
مكس	멕시코
مكس	멕시코인
ايفا	에바
مارغريتا	마가리타
طيات	주름
اراء	조회
اراء	견해
اراء	조회수
اراء	의견
مصاعب	곤란
مصاعب	어려움
الطمع	탐욕
الطمع	욕심
خاطب	약혼
رولينز	롤린스
التقيؤ	구토
الانجيل	성경
الانجيل	복음
الانجيل	복음주의
الانجيل	복음서
دورهام	더럼
زوجان	부부
زوجان	커플
اندي	앤디
البرقية	전보
غلوستر	글로스터
الالة	머신
الالة	기계
العفريت	노출
بيسبول	야구
بيسبول	베이스볼
ساحق	압도적
التناسق	대칭
تحليلي	해석학
نقرة	클릭
سترات	자켓
سترات	재킷
قفازات	장갑
كنيدي	케네디
شيرر	시어러
بوق	트럼펫
بوق	나팔
حكيمة	현명한
