ve	en
kibir	ijdelheid
hırs	gierigheid
hırs	ambitie
hırs	ambities
hırs	hebzucht
adaletsiz	oneerlijk
adaletsiz	onrechtvaardig
adaletsiz	onredelijk
adaletsiz	onrechtvaardige
adaletsiz	oneerlijke
uzayzaman	ruimtetijd
oyna	spelen
oyna	afspelen
oyna	speel
plân	plannen
pompalar	pompen
karanlığı	duisternis
karanlığı	duister
mıknatıslanma	magnetisatie
yığınları	stapels
parmakla	vinger
motorsiklet	motorfietsen
motorsiklet	motor
motorsiklet	motorrijwielen
motorsiklet	motorfiets
oyuncağı	speelgoed
oyuncağı	speeltje
yaralama	letsels
yaralama	letsel
yaralama	blessure
yaralama	verwonding
yaralama	schade
mutluluklar	gelukkig
mutluluklar	blij
mutluluklar	vrolijk
mutluluklar	geluk
mutluluklar	blijdschap
mutluluklar	tevreden
mutluluklar	blijheid
katılın	meedoen
süperstar	superster
kanıtlandı	aangetoonde
kanıtlandı	bewezen
kanıtlandı	bewees
gülümser	glimlachen
gülümser	lacht
gevrek	knapperig
gevrek	ontbijtgranen
gevrek	granen
gevrek	cornflakes
örgülü	gevlochten
yargıçlar	rechters
yargıçlar	magistraten
glutamat	glutamaat
atardamar	arteriële
ümmet	gemeenschap
insansılar	mensachtigen
marangozluk	houtbewerking
marangozluk	bouwbedrijven
marangozluk	timmeren
ruhsat	inschrijving
ruhsat	inschrijven
ruhsat	registratie
halaha	halacha
kamyonlar	vrachtwagens
sadelik	eenvoud
psikiyatr	psychiater
psikiyatr	krimpen
psikiyatr	psych
bilinçsizce	onbewust
nişancılar	schutters
nişancılar	scherpschutters
nişancılar	sluipschutters
monografi	monografie
fatura	ontvangst
fatura	wetsontwerp
fatura	factuur
fatura	wetsvoorstel
fatura	ontvangstbewijs
fatura	facturen
fatura	kwitantie
islah	regeneratie
islah	herstel
islah	rehabilitatie
islah	revalidatie
reddedilmiş	afgekeurd
reddedilmiş	ontkend
reddedilmiş	verworpen
reddedilmiş	geweigerd
reddedilmiş	afgewezen
pnömatik	pneumatische
fahişelik	prostitué
fahişelik	prostituee
fahişelik	prostitutie
oğullar	zonen
oğullar	zoons
tutarsızlık	inconsistentie
tutarsızlık	discrepantie
portföy	portefeuille
düzensizdir	schommelt
unuttum	vergeten
gramofon	grammofoon
şanssız	ongelukkig
şanssız	ongelukkige
şanssız	pech
başyapıt	meesterwerk
kerkenez	torenvalk
uyarılma	opwinding
ayrıcalıkları	voorrechten
ayrıcalıkları	bevoegdheden
barikat	versperring
östrojen	oestrogeen
sevilmeyen	ongeliefd
ekranlar	schermen
kıllı	harige
kıllı	harig
kıllı	behaarde
tutulum	ecliptica
perdeler	gordijnen
perdeler	jaloezieën
ultrason	echografie
ultrason	echo
vekiller	regenten
nezaretinde	auspiciën
umutsuzluk	wanhoop
kazınmış	geëtst
kazınmış	gegraveerd
sarkık	slap
karanlıklar	duisternis
karanlıklar	duister
getirin	brengen
getirin	breng
süpermarket	supermarkten
süpermarket	supermarkt
parıltılı	sprankelend
kulaklar	oortjes
kulaklar	oren
mumlar	kaarsjes
mumlar	kaarsen
yüzleşir	confronteert
eosen	eoceen
kimyon	komijn
gazoz	frisdrank
dümeni	roer
ipotek	hypotheken
ipotek	hypotheek
umarak	hoopt
umarak	hopen
umarak	hopend
protez	prothese
protez	protheses
protez	prothesen
felaketler	ramp
felaketler	rampen
felaketler	plagen
felaketler	catastrofe
cani	schurk
cani	misdadiger
cani	slechterik
cani	boef
izotoplar	isotopen
dürtü	impuls
hisler	gevoelens
alkolizm	alcoholisme
balonlar	ballonnen
şakalar	grappen
şakalar	moppen
şakalar	grapjes
cocuk	kindje
cocuk	jongen
cocuk	kind
katletti	afgeslacht
karmakarışık	verstrikt
karmakarışık	verstrengeld
zindana	kerker
boksit	bauxiet
ayık	nuchtere
ayık	nuchter
aşırıya	overmatig
aşırıya	overdaad
aşırıya	overmaat
dedektörleri	detectoren
fişeği	vuurpijl
münzevi	kluizenaar
trigonometri	trigonometrie
yamyam	kannibalistische
yamyam	kannibaal
yamyam	kannibalen
cılız	magere
cılız	mager
şavuot	sjavoeot
işıkları	verlichting
işıkları	lampen
işıkları	licht
işıkları	lichten
işıkları	lichtjes
uğursuz	ongelukkig
uğursuz	ongelukkige
uğursuz	pech
uğursuz	sinistere
uğursuz	onheilspellend
gizler	huiden
gizler	verbergt
yansıtıyor	reflecteert
yansıtıyor	weerspiegelt
ipleri	touwtjes
ipleri	snaren
ipleri	touwen
ipleri	koorden
çokgen	veelhoek
yapısalcı	structuralistische
kovalamaca	achtervolging
pentatlon	vijfkamp
tıklama	klikken
tıklama	klikt
tıklama	klik
eğlendirici	vermakelijk
eğlendirici	onderhoudend
eğlendirici	amusant
soyun	strippen
soyun	uitkleden
yeşile	groen
yeşile	groene
yaşlanma	vergrijzing
yaşlanma	verouderen
yaşlanma	veroudering
ilirya	illyrische
patentli	gepatenteerde
oligarşi	oligarchie
sebat	persistentie
sebat	vasthoudendheid
sebat	volharding
sebat	doorzettingsvermogen
anlıyor	begrijpt
anlıyor	begrijp
anlıyor	begrijpen
hacimsel	volumetrische
kutlarım	gefeliciteerd
kutlarım	proficiat
gerilmiş	uitgerekt
gerilmiş	strekte
dikim	aanplant
canlar	klokken
tavşanlar	konijnen
lenfosit	lymfocyten
şevçenko	sjevtsjenko
sertifikaları	certificaten
mancınık	katapult
resif	rif
darısı	allebei
darısı	beiden
darısı	beide
fütürizm	futurisme
gagavuzya	gagaoezië
tutarlılığı	coherentie
tutarlılığı	samenhang
aldatmaca	misleiding
aldatmaca	bedrog
destekçi	aanhanger
komada	comateuze
frenler	remmen
ayrıştırma	ontleden
dişçi	tandarts
dişçi	tandartsen
cevapsız	gemist
cevapsız	miste
cevapsız	gemiste
dizanteri	dysenterie
dac	ddr
diyaliz	dialyse
katilleri	moordenaars
imleri	bladwijzers
takvimler	kalenders
kompulsif	dwangmatig
empresyonist	impressionistische
çevrilmemiş	onvertaald
yaralılar	verwondingen
yaralılar	gewonden
yaralılar	letsels
yaralılar	letsel
yaralılar	geblesseerd
yaralılar	slachtoffers
yaralılar	gewonde
yaralılar	blessures
yaralılar	gewond
iskete	sijs
büyücüleri	tovenaars
mastar	infinitief
anason	anijs
kiti	setje
arhangelsk	archangelsk
lapa	moes
ekonomistler	economen
çinili	betegelde
amnezi	geheugenverlies
köpüklü	schuim
köpüklü	bruisend
köpüklü	sprankelende
köpüklü	bubbels
köpüklü	mousserende
arayüzleri	raakvlakken
sezaryen	keizersnede
periferik	perifeer
yataklar	matrassen
yataklar	bedden
harcanmış	uitgegeven
harcanmış	verspild
harcanmış	bestede
harcanmış	besteed
gözlüklü	glazen
gözlüklü	bril
gözlüklü	brillen
iyileştirici	genezing
iyileştirici	helende
iyileştirici	curatieve
iyileştirici	genezen
iyileştirici	therapeutisch
iyileştirici	genezer
izdivaç	trouwen
dengesizlik	instabiliteit
dengesizlik	onbalans
dengesizlik	onevenwichtigheid
tamircisi	installateur
cizvitler	jezuïeten
odaklama	scherpstellen
kahkaha	gelach
kahkaha	lach
kahkaha	lachen
slayt	schuif
slayt	schuiven
slayt	glijden
slayt	dia
kullan	gebruik
kullan	gebruiken
çamaşırhane	wasserette
çamaşırhane	wasserij
şüpheci	verdachte
şüpheci	verdacht
şüpheci	wantrouwend
şüpheci	scepticus
şüpheci	achterdochtig
şüpheci	sceptisch
şüpheci	wantrouwig
insanüstü	bovenmenselijke
uyarlanabilir	adaptieve
çaresizlik	hulpeloosheid
çaresizlik	wanhoop
rasyonalizm	rationalisme
algılayıcılar	sensoren
okyanuslar	oceaan
okyanuslar	oceanen
aksesuarlar	accessoires
aksesuarlar	toebehoren
yaklaşıyor	komende
yaklaşıyor	aanstaande
yaklaşıyor	naderen
yaklaşıyor	nadert
yaklaşıyor	opkomende
yaklaşıyor	aankomende
yaklaşıyor	aankomend
süsler	versieringen
volkanlar	vulkanen
yaza	zomer
semptom	symptoom
uzaklaştırma	schorsingen
uzaklaştırma	vering
uzaklaştırma	suspensie
uzaklaştırma	opschorting
uzaklaştırma	schorsing
mühürlü	verzegeld
mühürlü	afgesloten
mülakat	sollicitatie
mülakat	sollicitatiegesprek
mülakat	interviewen
sandıkları	kratten
sandıkları	kisten
korumasız	weerloos
korumasız	onbeschermd
korumasız	onbewaakt
korumasız	weerloze
keldani	chaldeeuwse
engelle	blokkering
engelle	blokkeren
engelle	blok
analist	analist
poliçe	beleid
çekler	tsjechen
çekler	controles
çekler	cheques
kovalar	emmers
itibarlı	gerenommeerde
vergilendirme	belastingen
vergilendirme	belasting
vergilendirme	fiscaliteit
programlanmış	geprogrammeerd
programlanmış	geprogrammeerde
kadınsı	vrouwelijk
kadınsı	vrouwelijke
güzelleştirme	verfraaiing
mastürbasyon	masturberen
mastürbasyon	masturbatie
maaşları	lonen
maaşları	salarissen
yükseklerde	hoog
yükseklerde	hoge
piç	bastaard
piç	klootzak
ekonomileri	economieën
steril	steriel
steril	steriele
takıntılı	obsessief
takıntılı	obsessieve
takıntılı	obsessie
takıntılı	bezeten
takıntılı	geobsedeerd
miyelin	myeline
fosforilasyon	fosforylering
yeğenleri	neefjes
yeğenleri	neven
etilen	ethyleen
palto	jassen
palto	vacht
palto	jas
israilliler	israëliërs
dörtyüzlü	tetraëders
kantat	cantate
yamyamlık	kannibalisme
kalamar	inktvis
kalamar	inktvissen
tanrıçalar	godinnen
okült	occulte
belirsizlikler	onzekerheden
kılıçları	zwaarden
uyarlamalar	aanpassingen
eklektik	eclectische
girdileri	inzendingen
girdileri	ingangen
girdileri	vermeldingen
dokunulmazlık	onschendbaarheid
dokunulmazlık	immuniteit
feryat	jammeren
dezavantajlı	kansarme
dezavantajlı	benadeelde
dezavantajlı	benadeeld
dezavantajlı	kansarmen
taoizm	taoïsme
nevrotik	neurotische
atipik	atypisch
atipik	atypische
makrofajlar	macrofagen
kutsallık	heiligheid
ilımlı	gematigd
ilımlı	matige
ilımlı	matig
ilımlı	gematigde
eğitimsiz	ongeschoolde
eğitimsiz	ongeschoold
benzen	benzeen
soyguncu	overvaller
tutuklamalar	aanhoudingen
tutuklamalar	arrestaties
jelatin	gelatine
yetkisiz	onbevoegd
yetkisiz	ongeoorloofd
yetkisiz	onbevoegde
yapıştırıcı	lijm
yapıştırıcı	lijmen
tetikçi	huurmoordenaar
tetikçi	schutter
aldatıcı	misleidend
aldatıcı	bedrieglijk
uyumak	slapen
uyumak	slapend
uyumak	slaap
şal	sjaal
kâhin	helderziend
kâhin	helderziende
kâhin	orakel
bilinçaltı	onderbewustzijn
bilinçaltı	onderbewuste
bilinçaltı	onbewuste
kırığı	fracturen
kırığı	fractuur
kırığı	breuk
gdo	ggo
polinezyası	polynesië
akşamdan	kater
hindular	hindoes
hindular	hindoe
ananas	ananas
ölüyor	sterven
ölüyor	stervend
ölüyor	stervende
ölüyor	doodgaan
popülist	populistische
şekerkamışı	suikerriet
burnun	neus
duyarsız	ongevoelig
duyarsız	kwetsend
şüpheliler	verdachten
alacaklı	crediteur
alacaklı	schuldeiser
spekülasyonlar	speculaties
tarifleri	recepten
acıma	jammer
acıma	medelijden
kilolu	overgewicht
koreliler	koreanen
pozitivist	positivistische
teraslar	terrassen
tıkla	klikken
tıkla	klik
karşılaştırmalar	vergelijkingen
sallar	vlotten
umutları	hoopt
umutları	hoop
perdesiz	fretloze
streptokok	streptokokken
vericiler	zenders
steno	steno
tantrik	tantrische
ikonik	iconische
kaşifler	ontdekkingsreizigers
kaşifler	verkenners
umutlu	hoopvolle
umutlu	hoopvol
umutlu	hoopgevend
korkutmak	schrik
korkutmak	schrikken
şematik	schematisch
şematik	schematische
karbonifer	carboon
mahrem	intiem
mahrem	intieme
faks	faxen
zebur	psalmen
kısırlık	onvruchtbaarheid
bakteriyoloji	bacteriologie
kavgacı	omstreden
kavgacı	strijdlustig
giyinmiş	aangekleed
giyinmiş	gekleed
hiçbirşey	niets
hiçbirşey	niks
gururu	trots
iltihap	ontsteking
orgazm	orgasme
orgazm	hoogtepunt
biyosfer	biosfeer
kralcı	royalistische
kaplanlar	tijgers
metafor	beeldspraak
metafor	metaforen
metafor	metafoor
şekerler	snoepjes
şekerler	snoepje
şekerler	snoepgoed
şekerler	snoep
podolya	podolië
dekatlon	tienkamp
açıklanamayan	onverklaarbaar
açıklanamayan	onverklaarbare
bulucu	vinder
korozyon	corrosie
dinledi	luisterde
dinledi	geluisterd
dinledi	beluisterd
dinledi	luisterden
cüzzam	lepra
öğretme	lesgeven
öğretme	onderwijzen
kostümlü	kostuum
dokunmak	aanraken
dokunmak	ontroerend
dokunmak	roerend
menopoz	menopauze
suskun	sprakeloos
atlamak	springen
atlamak	springende
stokastik	stochastische
onurlandırmak	eren
hippi	hippie
diyabetik	diabetische
diyabetik	diabetici
düka	dukaten
angarya	karwei
orkide	orchidee
orkide	orchideeën
libyalı	libiërs
idealizm	idealisme
yaldızlı	vergulde
yaldızlı	verguld
kocalar	echtgenoten
koyunlar	schapen
koyunlar	schaap
iddaa	inzet
iddaa	wedden
iddaa	inzetten
iddaa	weddenschap
karoten	caroteen
gösteriş	ijdel
gösteriş	ijdelheid
ijevsk	izjevsk
bükülmüş	gedraaide
bükülmüş	verwrongen
bükülmüş	gedraaid
bükülmüş	verdraaid
kurye	koerier
kurye	koeriers
yineleme	iteratie
saksonlar	saksen
mitokondriyal	mitochondriale
görüşleriniz	terugkoppeling
tuzaklar	valkuilen
tuzaklar	vallen
karamel	karamel
kaçaklar	renners
kaçaklar	voortvluchtigen
kaçaklar	deserteurs
kaçaklar	lopers
zayıflar	zwakke
zayıflar	slap
zayıflar	zwakken
zayıflar	zwak
mukoza	slijmvlies
rolün	rol
gülümse	glimlachen
gülümse	lach
gülümse	lachen
gülümse	glimlach
gecikmeler	vertraging
gecikmeler	vertragingen
dokunduğu	raakt
oksidatif	oxidatieve
duy	horen
duy	hoor
karintiya	karinthië
doğurganlık	vruchtbaarheid
karavan	woonwagen
karavan	karavaan
karavan	caravan
karavan	aanhanger
karavan	aanhangwagen
hevesle	gretig
forumlar	fora
dalın	bijkantoor
dalın	tak
dalın	filiaal
dalın	duik
bibliyografik	bibliografische
iklimler	klimaten
sığırlar	vee
sığırlar	runderen
sığırlar	rundvee
zirveler	toppen
kırıntı	kruimels
kırıntı	kruimel
pıhtılaşma	stolling
anketleri	enquêtes
yatırımcıların	belegger
yatırımcıların	investeerders
yatırımcıların	beleggers
fişekler	patronen
fişekler	fakkels
antimadde	antimaterie
kron	kronen
ayrıkvadi	rivendel
aviyonik	avionica
galon	gallon
galon	liters
siroz	cirrose
kızıllar	roodharigen
kızıllar	roodharige
tutkuyla	hartstochtelijk
trafo	transformator
etnoloji	etnologie
lavanta	lavendel
likör	likeur
likör	likeuren
takva	vroomheid
revizyonist	revisionistische
sinematik	filmische
madenciler	mijnwerkers
yatır	deposito
yatır	storten
yatır	storting
seçili	gekozen
seçili	geselecteerde
seçili	uitgekozen
seçili	geselecteerd
gercekten	echt
gercekten	werkelijk
leğen	bekken
leğen	stroomgebied
sinirlerin	zenuwen
fenerler	lantaarns
buzdolabı	koelkasten
buzdolabı	koelkast
buzdolabı	ijskast
dayandı	doorstaan
spartalılar	spartanen
yayınla	publiceren
yayınla	publiceer
getiriliyor	ophalen
konforlu	comfortabele
konforlu	comfortabel
konforlu	gezellige
konforlu	gezellig
giyinik	aangekleed
giyinik	gekleed
perçin	klinknagel
tatlandırıcı	zoetstof
konfor	troost
konfor	faciliteiten
konfor	voorzieningen
amatörce	amateuristisch
amatörce	amateurs
havariler	boodschappers
havariler	discipelen
havariler	apostelen
havariler	gezanten
kdv	btw
psikotik	psychotische
psikotik	psychotisch
çözülmemiş	onopgeloste
çözülmemiş	onopgelost
karışımları	mixen
kafeler	cafés
menfaat	opportunisme
lastikleri	banden
biyologlar	biologen
aydınlatmak	verlichten
saygi	respecteer
saygi	respecteren
hakarete	beledigd
hakarete	beledigde
dikenler	doornen
çıplaklık	naakt
çıplaklık	naaktheid
donar	bevriest
venöz	veneuze
yapmacık	geveinsde
katlanmış	gevouwen
katlanmış	opgevouwen
çoraplar	kousen
çoraplar	sokken
izliyorum	kijken
planla	schema
planla	tijdschema
planla	planning
planla	plannen
pusuda	loer
pusuda	loeren
haki	kaki
tamirat	reparatie
tamirat	herstelling
tamirat	herstellingen
tamirat	reparaties
zihniyet	mentaliteit
kaldırın	verwijderen
kaldırın	tillen
kaldırın	opheffen
kaldırın	verwijder
kaldırın	optillen
kaldırın	til
kasık	lies
caydırıcı	afschrikking
trizomi	trisomie
sandalyeler	stoelen
sensörleri	sensoren
hijyenik	hygiënische
hijyenik	sanitair
hijyenik	hygiënisch
hijyenik	sanitaire
sağol	thnx
sağol	bedankt
radyolojik	radiologische
mürebbiye	gouvernante
zoolojik	zoölogische
afrikalılar	afrikanen
sok	schok
sok	schokken
sufizm	soefisme
silis	siliciumdioxide
akıntılar	stroming
akıntılar	stromen
akıntılar	stromingen
kayakçı	skiër
başlıyorum	beginnend
şap	aluin
yorgan	dekbed
monolog	monoloog
isınma	verwarming
isınma	verwarmen
isınma	opwarming
payda	noemer
izotropik	isotroop
yükselirler	opstijgen
sarsıldı	geschud
otobur	herbivoren
modernite	moderniteit
modaya	modieuze
modaya	modieus
taşlaşmış	versteend
konumlar	locaties
smokin	smoking
bomboş	leeg
bomboş	lege
bomboş	ledig
bomboş	leegmaken
kınayan	veroordelen
kurtulanlar	overlevenden
kurtulanlar	nabestaanden
endişeli	ongerust
endişeli	angstig
endişeli	bezorgd
elmaslar	ruiten
elmaslar	diamanten
başladık	begonnen
başladık	gestart
başladık	begon
başladık	opgestart
sihirbazı	tovenaar
kulluk	aanbidding
kulluk	aanbidden
kulluk	verering
coğrafyacılar	geografen
bugünde	vandaag
determinizm	determinisme
şaraplar	wijn
şaraplar	wijnen
ringa	haring
sonik	sonische
korkuluk	borstwering
korkuluk	vogelverschrikker
korkuluk	reling
hidiv	kedive
kafalar	hoofden
kafalar	kop
kafalar	koppen
malign	kwaadaardige
malign	maligne
malign	kwaadaardig
pikap	afhalen
pikap	ophalen
cehalet	analfabetisme
cehalet	onwetendheid
tezgah	toonbank
tezgah	teller
çiçekçi	bloemist
jeomanyetik	geomagnetische
holografik	holografische
budistler	boeddhisten
helikopterle	helikopter
cinnet	gekheid
cinnet	krankzinnigheid
cinnet	gekte
cinnet	waanzin
cinnet	manie
ebediyen	eeuwig
nerelerde	verblijfplaats
kaçıyor	ontsnappen
dalgalanmaları	fluctuaties
dalgalanmaları	schommelingen
yargılamak	oordelen
kazançlar	winst
kazançlar	verdiensten
kazançlar	inkomsten
kazançlar	winsten
düzeltti	gecorrigeerde
düzeltti	gecorrigeerd
okları	pijlen
dimorfizm	dimorfie
sigortalı	verzekerde
sigortalı	verzekerd
merkezci	centristische
hostes	gastvrouw
peruk	pruik
peruk	pruiken
eğitimciler	onderwijzers
eğitimciler	opvoeders
istemsiz	onvrijwillige
istemsiz	onvrijwillig
ayrıcalığı	voorrecht
tuvaletler	toiletten
tuvaletler	badkamers
yaradan	bedenker
yaradan	schepper
yaradan	maker
şişlik	zwellingen
şişlik	zwelling
şişlik	opzwellen
firari	vluchteling
firari	deserteur
firari	voortvluchtige
faydasız	zinloos
faydasız	waardeloos
faydasız	onbruikbaar
faydasız	nutteloos
iblisler	duivels
iblisler	demonen
iğneler	kegels
iğneler	spelden
iğneler	naalden
iğneler	injecties
iğneler	injectie
iğneler	pinnen
belgelenmiş	gedocumenteerde
belgelenmiş	gedocumenteerd
kooperatifler	coöperaties
kooperatifler	coöperatie
gazabı	toorn
tarikatlar	sekten
idealleri	idealen
falcı	astroloog
falcı	waarzegster
histeri	hysterie
yorumla	interpreteren
sarki	nummer
sarki	zang
sarki	liedje
sarki	lied
hizmetçiler	dienaren
hizmetçiler	dienaars
hizmetçiler	bedienden
hizmetçiler	dienstmeisjes
çuykov	tsjoejkov
bolum	aflevering
bolum	hoofdstuk
minnet	dankbaarheid
minnet	dankbaar
konveksiyon	convectie
titreşimler	trillingen
titreşimler	vibraties
kasılma	krimp
kasılma	wee
kasılma	inkrimping
kaheti	kachetië
tesbih	verheerlijken
tesbih	rozenkrans
kapali	gesloten
kapali	afgesloten
sosis	worstjes
sosis	worst
sosis	worsten
ölümsüzler	onsterfelijken
ölümsüzler	onsterfelijke
hafife	ondergewaardeerd
hafife	onderschat
hafife	onderschatten
yagmur	regen
unutmuş	vergeten
arındırma	ontsmetten
indir	downloaden
hızlan	versnellen
işlevsellik	functionaliteiten
işlevsellik	functionaliteit
levrek	baars
levrek	bas
levrek	basgitaar
hapı	pil
neandertal	neanderthaler
neandertal	neanderthalers
maruni	maronitische
orkestrasyon	orkestratie
dağcılar	klimmers
alerjisi	allergie
titrek	wankel
titrek	flikkeren
boğulma	wurgen
boğulma	verstikken
boğulma	verstikking
boğulma	wurging
boğulma	verdrinking
boğulma	verdrinken
boğulma	stikken
halüsinasyon	hallucineren
halüsinasyon	hallucinatie
halüsinasyon	hallucinaties
açgözlü	gulzig
açgözlü	hebzuchtig
slavonya	slavonië
güve	mot
mineraloji	mineralogie
fizyoterapi	fysiotherapie
kızarıklık	huiduitslag
kızarıklık	uitslag
kabakulak	bof
topoğrafik	topografische
büyüyor	toenemend
büyüyor	groeit
büyüyor	teelt
büyüyor	groeien
büyüyor	groeiende
büyüyor	groeiend
kontrpuan	contrapunt
kolonya	keulen
dizinleri	mappen
homoloji	homologie
niyetleri	voornemens
niyetleri	bedoelingen
niyetleri	intenties
ödendi	betaalde
ödendi	betaald
mühürler	zeehonden
mühürler	zegels
mühürler	robben
mozaikler	mozaïeken
hurriler	hurrieten
ümitsiz	radeloos
ümitsiz	hopeloos
ümitsiz	hopeloze
ümitsiz	wanhopige
ümitsiz	wanhopig
cay	thee
özverili	onbaatzuchtige
kalsit	calciet
başrahip	abt
