மற்றும்	그리고
பகோடா	파고다
கிண்ணக்குழி	충돌구
கேளிர்	관계
சாம்பா	삼바
அசைவூட்டம்	애니메이트
அசைவூட்டம்	애니메이션
வேர்க்கடலை	땅콩
பதிவுசெய்யப்பட்டது	녹음
பதிவுசெய்யப்பட்டது	녹화
அரைக்கும்	분쇄
கழுவும்	씻어
கழுவும்	씻기
குக்கீகள்	쿠키
சிறைச்சாலைகள்	교도소
சிறைச்சாலைகள்	감옥
டிச	적위
தாமதமான	뒤늦게
உலாவல்	탐색
உலாவல்	브라우징
ஐடியா	아이디어
புத்துணர்ச்சி	상쾌한
அந்தரங்கம்	프라이버시
குற்றங்களில்	범죄
மோஸ்	이끼
கூடாரங்கள்	텐트
ரபேல்	라파엘
கோப்ரா	코브라
பன்னி	토끼
பன்னி	돼지
பர்ரோஸ்	버로스
சம்பாதித்த	획득
சம்பாதித்த	획득한
பலாத்காரம்	강간
பெயரிடப்படாத	성씨
கென்ய	케냐
தொழில்முனைவோர்	사업가
தொழில்முனைவோர்	기업가
ஒலிவியா	올리비아
கிராபிக்	그래픽
அல்போன்சா	알폰소
டப்லின்	더블린
விளக்கில்	조명
நெட்ஸ்கேப்	넷스케이프
எடிட்டர்	편집자
எடிட்டர்	편집기
எடிட்டர்	에디터
உரல்	우랄
கிராக்கோவ்	크라쿠프
புட்டு	패티
ரௌலிங்	롤링
ப்ளஸ்	플러스
ஜூடித்	주디스
துரோகி	반역자
துரோகி	배신자
ஏய்	헤이
அந்நியன்	이방인
ரசாயனம்	화학
ரசாயனம்	화학물질
விசுவாசமாக	충성
விசுவாசமாக	충실
வீட்டுவசதி	숙소
வீட்டுவசதி	주택
எரிகிறது	번스
எரிகிறது	화상
பூட்ஸ்	부츠
பூட்ஸ்	장화
மைகேல்	미카엘
மைகேல்	마이클
மைகேல்	미하엘
மேசன்	메이슨
ஜாய்ஸ்	조이스
ஆபாசம்	포르노그래피
கோடரி	도끼
ஆரா	아라
மழுங்கிய	블런트
தேர்ந்தெடுக்கவும்	선택
தேர்ந்தெடுக்கவும்	선택하기
பர்கர்	버거
பர்கர்	햄버거
குவாங்சோ	광저우
பில்டிங்	건물
பில்டிங்	빌딩
பில்டிங்	건축
சுறாக்கள்	상어
கிறிஸ்டி	크리스티
மாதுளை	석류
தீட்டு	페인팅
தீட்டு	페인트
நுழை	입력하기
நுழை	삽입
நுழை	입력합니다
நுழை	입력
நுழை	인터럽트
புளூட்டாக்	플루타르코스
ப்ரோக்கோலி	브로콜리
மரியாதைக்குரிய	존경하는
மரியாதைக்குரிய	존경받는
பிராண்டோ	브랜도
பிராண்டோ	브란도
பகைவர்கள்	적들
பெர்த்	퍼스
ரிசார்ட்	휴양지
ரிசார்ட்	리조트
லேனா	리나
காரா	카라라
காரா	카라
போர்டோ	포르토
போர்டோ	포르투
உறுதிப்படுத்தவும்	확인하기
உறுதிப்படுத்தவும்	확인
ஸ்டெல்லா	스텔라
செபு	세부
சிந்தும்	가치
சிந்தும்	가치가
இட்டைட்டு	히타이트
புரிதலும்	깨달음
லோரன்ஸ்	로렌츠
லோரன்ஸ்	로렌즈
கிண்ணங்கள்	그릇
பெர்ட்	버트
கெட்டது	부정적
கெட்டது	음성
கெட்டது	음수
நிமோனியா	폐렴
பயாஸ்	바이오스
நிரப்பிய	채워진
லியா	레아
லியா	리아
அபிப்பிராயம்	인상
அபிப்பிராயம்	노출
ஆன்மாக்கள்	영혼
அலிசியா	얼리샤
அலிசியா	앨리샤
வாழ்த்துக்களும்	인사
ஆபரேட்டர்	연산자
ஆபரேட்டர்	작용소
ஆபரேட்டர்	운영자
ஆஃகன்	아헨
ஜெடி	제다이
ஷெரீஃப்	보안관
மறித்து	차단
மலிக்	말리크
டிசைனர்	디자이너는
டிசைனர்	설계자
டிசைனர்	디자이너가
டிசைனர்	디자이너
இண்டிகோ	남색
இண்டிகோ	인디고
மன்னிக்க	용서
எஸ்கிமோ	에스키모
இறக்கங்கள்	착륙
அரசியல்வாதிகளும்	정치인들
அரசியல்வாதிகளும்	정치인
அரசியல்வாதிகளும்	정치가
ரெனால்ட்	르노
வெறுக்கத்தக்க	슈퍼배드
காலாவதி	만기
காலாவதி	만료
ஈரப்பதத்தை	습기
ஈரப்பதத்தை	수분
ஜார்விஸ்	자비스
சிவிக்	시민
லியோனார்ட்	레너드
லியோனார்ட்	레오나드
அய்ன்	아인
கிர்க்	커크
ஆலங்கட்டி	우박
ஊனமுற்ற	장애인
பார்ன்ஸ்	반즈
ஸ்டீரியோ	스테레오
தனிப்பயன்	맞춤
தனிப்பயன்	커스텀
டெல்லர்	텔러
டென்னிசி	테네시
சொகோட்டோ	소코토
நோட்டம்	모니터링
நோட்டம்	모니터
சீரியல்	직렬
சீரியல்	시리얼
கருப்பன்	핵심
கருப்பன்	코어
டொமிங்கோ	도밍고
கவனியுங்கள்	주의
கவனியுங்கள்	관심
கவனியுங்கள்	시선
கவனித்தல்	청취
கவனித்தல்	듣기
ஸ்காட்ச்	스카치
பீன்ஸ்	콩깍지
காட்டுக	보이기
காட்டுக	표시
காட்டுக	공연
கருத்தியம்	관념
கருத்தியம்	관념론
நிரப்புதல்	채우기
ஆபரணம்	장식
ஈவ்	에이브
ஈவ்	이브
ரெட்ரோ	레트로
ஹாக்ஸ்	호크스
கேலரி	갤러리
கேலரி	화랑
வெதுவெதுப்பான	따뜻하다
அடிலெய்ட்	아델라이드
அடிலெய்ட்	애들레이드
புகாரை	분쟁
கோரப்பட்டது	요청함
சந்தேகத்திற்குரிய	의심
சந்தேகத்திற்குரிய	의심스러운
பர்க்	버크
சீசனுக்கு	베팅
சமீர்	사미르
சுருங்க	발자국
கார்டுகள்	카드
அலசல்	진단
கெர்ரி	케리
நிண்டெண்டோ	닌텐도
எமிலியோ	에밀리오
ஓயாமல்	영구
அரிமானம்	부식
உறுதிசெய்யப்பட்டது	확정
உறுதிசெய்யப்பட்டது	확인됨
ராபர்ட்சன்	로버트슨
பலகோணம்	다각형
பலகோணம்	폴리곤
கிவ்	키예프
அலிசன்	앨리슨
பைபிளில்	성경
நம்பமுடியாத	놀라운
துருவி	익스플로러
துருவி	탐험
துருவி	탐색기
க்ரிஸ்	크리스
டினா	티나
தத்தெடுத்து	입양
தத்தெடுத்து	채택
சுரைக்காய்	호박
தோகை	깃털
ஆல்பர்ட்டா	앨버타
கிரிகோர்	그레고어
சுத்தியல்	해머
சுத்தியல்	망치
ஜூடி	주디
ஜூடி	쥬디
ஏஞ்சலினா	앤젤리나
ஏஞ்சலினா	안젤리나
மொசார்ட்	모차르트
உடைத்த	생김
விழுவது	떨어지는
விழுவது	떨어지고
