من	から
سجينة	受刑者
سجينة	囚人
سجينة	捕虜
اسباني	ヒスパニック
ارباح	営利
ارباح	利益
ارباح	収益
الافق	水平線
الافق	地平線
الافق	ホライズン
خافي	ハーヴィ
خافي	ハビ
نايترو	ニトロ
مثارة	角質
مثارة	ムラムラ
الشنق	絞首刑
تلفون	電話機
تلفون	電話
سدني	シドニー
تيكي	ティキ
صفارة	ホイッスル
سالومي	サロメ
شقه	アパート
هتاف	チアー
هتاف	応援
ليندر	リンデル
يانكي	ヤンキー
كارتل	カルテル
الارهابيين	テロリスト
ميتس	メッツ
الفاشيين	ファシズム
لاكشمي	ラクシュミー
كيوبيد	キューピッド
صودا	ソーダ
الاجر	給与
الاجر	賃金
الاجر	料金
الاجر	手数料
الاجر	支払う
الاجر	報酬
الاجر	支払い
ولاس	ウォレス
اوس	ラオス
مغير	チェンジャー
بوكانان	ブキャナン
المعجون	パテ
الامينية	網野
الامينية	アミノ酸
الالغام	地雷
الالغام	鉱山
اقلاع	離陸
ولينغتون	ウェリントン
الرئيسان	社長
نييتو	ニエト
مهرب	密輸
كنيست	教会堂
كنيست	教会
كنيست	チャーチ
الاسكواش	スカッシュ
غولدي	ゴールディ
بورغيس	バージェス
كابري	カプリ
الكومة	スタック
الكومة	パイル
الصميم	コア
الحميراء	風疹
المجففات	ドライヤー
ثرثرة	ゴシップ
كايتي	ケイティ
طوعي	任意
المقترض	借主
الكلبة	ビッチ
ماكماهون	マクマホン
ريتز	リッツ
جابا	ジャバ
رادو	ラドゥ
الهندباء	たんぽぽ
الهندباء	タンポポ
كوابيس	悪夢
اقارب	親族
اقارب	親戚
تسوي	ツイ
العناق	ハグ
رقع	パッチ
ارون	アロン
ارون	アーロン
ارينا	アリーナ
ارينا	アレーナ
جيورجيو	ジョルジョ
الازاحة	インデント
الاخرة	あの世
الاخرة	来世
اصلاحات	改革
اصلاحات	修理
الشاغر	モーテル
الشاغر	欠員
جاستين	ジャスティン
خردة	スクラップ
خردة	ジャンク
برغن	ベルゲン
الروبل	ルーブル
التامين	保険
الالبان	酪農
محايدا	ニュートラル
محايدا	中性
كوينكا	クエンカ
ارواح	霊魂
ارواح	スピリッツ
بنس	ペンス
العدائين	ランナー
شينوبي	忍び
سبينسر	スペンサー
الاقلية	少数
ميلك	牛乳
ميلك	ミルク
زلين	ズリーン
كاماتشو	カマーチョ
هاديس	ハーデース
بيليني	ベッリーニ
البونساي	盆栽
متحدين	ユナイテッド
الجلباب	ローブ
الرصاصات	弾丸
ميرامار	ミラマー
فيرس	ウイルス
فيرس	ウィルス
سيبر	サーベル
ساقطة	ビッチ
الهستيريا	ヒステリー
المردقوش	マジョラム
صالونات	サロン
استرادا	エストラーダ
متكلمون	スピーカー
اضعف	弱い
ماليبو	マリブ
العطاءات	入札
ثومبسون	トンプソン
كيرني	カーニー
الاهمال	怠慢
الاهمال	過失
جيبون	テナガザル
المناقصات	せり
المناقصات	オークション
المناقصات	競売
مشتريات	調達
مشتريات	購入
تامي	タミー
ناتشو	ナチョ
التفاخر	自慢
الارهابي	テロリスト
هازل	ヘイゼル
هازل	ゼル
الغيلية	ゲーリック
حمالة	ブラ
حمالة	ブラジャー
لوليتا	ロリータ
الالتماس	請願
الالتماس	勧誘
بندي	バンディ
المبهرة	まぶしい
هايكو	俳句
بانغي	バンギ
فانتا	ファンタ
طازج	フレッシュ
جوهانسبرج	ヨハネスブルグ
منظف	洗剤
منظف	クリーナー
المانح	ドナー
فيجا	ベガ
تنج	ティン
مزمور	詩篇
موهوبة	才能
دارو	ダロウ
ناعومي	ナオミ
كارما	カルマ
كتلر	カトラー
شيو	千代
بله	爆弾
دومينو	ドミノ
مكنسة	ほうき
تخويف	脅迫
هيدرا	ヒドラ
كانينغ	缶詰
اجنبي	エイリアン
اجنبي	外国
ميدوسا	メドゥーサ
اخلاق	道徳
نفاق	偽善
براندت	ブラント
وينتورث	ウェントワース
اليوت	エリオット
حبيبه	ガールフレンド
روزالي	ロザリー
التراكمية	累積
البنجر	ビーツ
الخوص	ウィッカー
البريليوم	ベリリウム
الافطار	朝食
نعسان	眠い
جايد	ヒスイ
البوليستر	ポリエステル
اضراب	ストライク
اضراب	ストライキ
الاظافر	ネイル
باستبعاد	除外
خمن	推測
اضحك	笑う
اضحك	笑い
ضبابي	ファジー
ضبابي	あいまい
الماني	ドイツ語
قليلون	少数
الديسكو	ディスコ
الاقمشة	生地
مريب	不審
الاقصر	ルクソール
الاقصر	最短
دف	ダフ
اللواحق	サフィックス
المراهقون	青少年
رسغ	手首
امنة	安全
امنة	セーフ
امنة	金庫
تشيب	チップ
دونكيرك	ダンケルク
الخرشوف	アーティチョーク
الاسهال	下痢
فضولي	好奇心
فضولي	興味津々
فيرفيو	フェアビュー
نوستراداموس	ノストラダムス
المداولات	審議
كوستر	コースター
الاطلسي	アトランティック
الاطلسي	大西洋
النباتيين	ベジタリアン
وزينة	紙吹雪
مراحيض	便所
مراحيض	トイレ
كريسماس	クリスマス
انطوني	アンソニー
قفاز	手袋
التثاؤب	あくび
امهات	母親
بيشكك	ビシュケク
البيروقراطي	官僚
للتفاصيل	詳細
تشيت	チェット
مرنا	フレキシブル
لوردات	諸侯
الانديز	アンデス
القدره	能力
التنورة	スカート
سيمبا	シンバ
جزار	肉屋
جزار	ブッチャー
المملحة	塩漬け
معكرونة	パスタ
معكرونة	ヌードル
معكرونة	麺類
المصائد	漁業
تبتسم	笑顔
متعقب	トラッカー
ساحرات	魔女
ديفين	デヴィン
المستفيدون	宛先
القاهره	カイロ
جشع	欲張り
ارخص	安上がり
شوكو	チョコ
بوغ	胞子
دايما	いつも
دايما	常に
الاسابيع	週間
تاثيرات	影響
تاثيرات	エフェクト
تاثيرات	効果
اسال	たずねる
اسال	尋ねる
مخلل	漬物
مخلل	ピクルス
اسعاف	救急車
ميركو	ミルコ
التصليح	修理
الجداريات	壁画
البيون	アルビオン
صباحك	モーニング
داكس	ダックス
جاسوسة	スパイ
ديبرا	デブラ
اسلاك	ワイヤー
واى	ワイ
التيفوس	チフス
الماريجوانا	マリファナ
بارونات	男爵
غيور	嫉妬
مينداناو	ミンダナオ島
افريقية	アフリカ
ملزما	拘束
ملزما	バインディング
بودغوريكا	ポドゴリツァ
الاسقاط	投影
انجلو	アンジェロ
بيرثا	ベルタ
بيرثا	バーサ
السخام	すす
الاضلاع	リブ
غايب	ゲイブ
ايلات	エイラート
غويدو	グイド
العدمية	ニヒリズム
شيموس	シェイマス
مونمارتر	モンマルトル
دينج	トウ
ناغازاكي	長崎市
ناغازاكي	長崎
طوابير	キュー
اللدغة	スティング
التخفيضات	切り傷
ضالة	迷子
الشوربة	スープ
ازرع	植物
ازرع	プラント
محظوظ	ラッキー
ياكل	食べる
تشتهي	切望
رشة	スプラッシュ
اميال	マイル
المونولوج	モノローグ
الكمبودي	カンボジア
غودارد	ゴダード
الينوي	イリノイ
مكر	欺瞞
رضيت	満足
جامبو	ジャンボ
ماجنوس	マグナス
محار	カキ
محار	オイスター
محار	牡蠣
الفودو	ブードゥー
مرفقات	添付
حانات	バー
حانات	パブ
البانجو	バンジョー
هيتاشي	日立
هيتاشي	常陸
ايكو	反響
ايكو	エコー
البيلاروسي	ベラルーシ
سالتا	サルタ
احلال	置換
روزين	ローゼン
صفعة	平手打ち
اليوجا	ヨガ
قزما	小人
قزما	ドワーフ
الغباء	愚鈍
التجريف	浚渫
التو	アルト
غباء	バカ
ايقاعات	リズム
اشغال	ワークス
اشغال	作品
ايفرتون	エバートン
رغبه	欲望
مدخن	スモーカー
متسق	一貫性
لورينت	ローラン
الغيني	ギニア
ساكسفون	サックス
ديلن	ディラン
كنور	クノール
اراض	ランド
اراض	土地
المضطهدين	迫害
مساومة	交渉
مساومة	バーゲン
مساومة	妥協
الردهة	ロビー
كاميلوت	キャメロット
يتقاعد	引退
تلميع	研磨
سنيل	スネル
ايغور	イーゴリ
شوكولا	チョコレート
السيليلوز	セルロース
ساذرلاند	サザーランド
خاسر	敗者
الاثريه	トレモロ
الغطرسة	傲慢
نادل	ウェイター
راينو	サイ
بدلات	スーツ
ميندي	ミンディ
تشادويك	チャドウィック
ذعرة	セキレイ
مزق	リップ
مزق	リッピング
كاردوزو	カルドソ
المعاطف	コーツ
تواعد	交際
تواعد	出会い
تواعد	デート
طوف	いかだ
نايلون	ナイロン
ساجا	サガ
ساجا	佐賀
كلاشنكوف	カラシニコフ
الاصناف	分類
الاصناف	アイテム
الاصناف	カテゴリー
الاصناف	品種
الاصناف	カテゴリ
الاصناف	品物
ارهابي	テロリスト
بروسية	プロイセン
المستشارون	アドバイザー
المستشارون	カウンセラー
المستشارون	コンサルタント
فلي	ノミ
محظية	側室
بورشه	ポルシェ
تيسا	テッサ
بخيل	安い
مايفيلد	メイフィールド
اشهد	証言
الباتروس	アルバトロス
زاما	ザマ
اعرب	急行
اعرب	エクスプレス
الطبال	ドラマー
ليبرون	レブロン
اونتاريو	オンタリオ
كسول	怠け者
كسول	だらだら
الجرو	パピー
الجرو	子犬
التاثيرات	影響
التاثيرات	エフェクト
التاثيرات	効果
روزويل	ロズウェル
هديه	ギフト
هديه	贈り物
ميسن	メイソン
الامداد	供給
الامداد	サプライ
نعلن	申告
نعلن	宣言
نعلن	アナウンス
السوار	ブレスレット
النظراء	ピア
ارشادات	指針
ارشادات	ガイダンス
ارشادات	手順
ارشادات	指示
ارشادات	ガイドライン
ارشادات	指導
ساوري	さおり
الفجور	放蕩
الفارة	ねずみ
الفارة	マウス
ماكسي	マキシ
اسقط	ドロップ
اسقط	落ちる
اسقط	落下
الجندب	バッタ
المشروحة	注釈
الانزال	着陸
الكريبتون	クリプトン
المهرجين	道化師
ويلكنز	ウィルキンス
الكريب	クレープ
اللاتفي	ラトビア
هذيان	せん妄
السرعوف	カマキリ
بارب	バーブ
الازدراء	軽蔑
القراص	イラクサ
اميلي	エミリー
ماراكايبو	マラカイボ
رومنسي	ロマンチック
للاستفسار	問い合わせ
للاستفسار	尋ねる
اصلي	祈り
اصلي	祈る
اصلي	オリジナル
ابرة	ニードル
كوارتز	石英
السواتل	サテライト
السواتل	衛星
خصية	精巣
قسيمة	クーポン
براتو	プラート
القرنبيط	カリフラワー
القرنبيط	ブロッコリー
ارشاد	ガイド
ارشاد	指導
ارشاد	ガイダンス
مالكو	オーナー
مالكو	所有者
بلبن	レバノン
المقصلة	ギロチン
الاعجاب	賞賛
الاعجاب	感嘆
فاديم	ヴァディム
روزنتال	ローゼンタール
الفاريز	アルヴァレス
بيكارد	ピカール
ماجور	少佐
ماجور	メジャー
ماجور	専攻
الاصليون	オリジナル
ميريدا	メリダ
غلاديس	グラディス
فيلمور	フィルモア
فلل	ヴィラ
عزازيل	アザゼル
ارتاح	リラックス
ارتاح	安静
ارتاح	休む
شيكسبير	シェイクスピア
شيكسبير	シェークスピア
دما	血液
دما	ブラッド
تيلمان	ティルマン
ابيل	アベル
ابيل	アーベル
ازرار	ボタン
الخروقات	違反
الاصفر	黄色
الاصفر	イエロー
اصلان	アスラン
الالب	高山
الالب	アルプス
الالب	アルプス山脈
برسيفال	パーシヴァル
المقارب	漸近
خرخاشة	ガラガラ
الارنب	バニー
الارنب	うさぎ
الارنب	ウサギ
جولى	ジュリー
