மற்றும்	وال
ஏணிகள்	سلالم
அப்பாவும்	ابي
அப்பாவும்	ابى
கேரியர்கள்	الناقلين
ஓட்	اوت
பெல்கிரேட்	بلغراد
பல்சர்	نباض
பிளம்பிங்	السباكة
திறக்கவும்	مفتوحة
திறக்கவும்	افتح
திறக்கவும்	فتح
திறக்கவும்	مفتوح
மூத்தோர்	الاقدم
மூத்தோர்	كبار
பீவர்	بيفر
பீவர்	قندس
வரலாற்றாளரான	مؤرخ
வரலாற்றாளரான	المؤرخ
சுவையானது	لذيذ
வான்ஸ்	فانس
சுழற்று	تدوير
சுழற்று	تناوب
சாலா	سالا
யுகங்கள்	عصور
சான்டியாகோ	سنتياغو
சான்டியாகோ	سانتياغو
சான்டியாகோ	سانتياجو
ஜிப்	زيب
பெரைரா	بيريرا
கழுவ	اغسل
கழுவ	غسل
கழுவ	واش
எடோ	ايدو
காம்ப்பெல்	كامبل
காம்ப்பெல்	كامبيل
பாத்திம	الفاطمية
பழமைவாதிகள்	المحافظين
ஏமாற்றுதல்	الغش
ஏமாற்றுதல்	غش
சகாராவிய	الصحراوي
ராஜதந்திர	الدبلوماسي
ராஜதந்திர	دبلوماسية
ராஜதந்திர	الدبلوماسية
ராஜதந்திர	دبلوماسي
தூங்கி	نائم
தூங்கி	نائمة
தூங்கி	نوم
தூங்கி	النوم
தூங்கி	تنام
கையா	غايا
பாட்ரிசியா	باتريشيا
அர்னால்டு	ارنولد
பீத்தோவன்	بيتهوفن
ரப்பானி	رباني
பரவலாக்கம்	اللامركزية
டியாஸ்	دياز
நினா	نينا
ஃபுலானி	الفولاني
அலமாரி	خزانة
ஆச்சரியமான	المستغرب
செர்ஜியோ	سيرجيو
பாட்டா	باتا
ராலே	رالي
வெட்டுக்கிளி	الجندب
பொட்டலங்கள்	الحزم
விசுவாசமான	مخلص
பைப்	انبوب
பைப்	الانبوب
பைப்	الانابيب
பார்சன்ஸ்	بارسونز
ஜோக்	مزحة
ஜோக்	نكتة
சுயம்	ذاتي
சுயம்	الذاتي
சுயம்	الذات
சுயம்	سلف
சுயம்	النفس
பிளாஸ்டர்	بلاستر
தாராளவாத	الليبرالي
தாராளவாத	الليبرالية
பிட்ச்	الملعب
காத்திருக்கிறேன்	تنتظر
காத்திருக்கிறேன்	منتظر
காத்திருக்கிறேன்	انتظار
காத்திருக்கிறேன்	الانتظار
பிராந்தி	براندي
அநாதை	يتيمة
அநாதை	يتيم
அநாதை	اليتيم
சைப்	سيف
மருதாணி	الحناء
காலகட்டங்கள்	فترات
காலகட்டங்கள்	الفترات
பெண்களாக	نساء
பெண்களாக	النساء
பெண்களாக	المراة
காலஅளவு	المدة
காலஅளவு	مدة
விண்வீழ்கல்	النيزك
விண்வீழ்கல்	نيزك
ஜார்ஜ்டவுன்	جورجتاون
கட்டுரைகள்}}	مقالات}}
பிராண்டன்	براندون
மறையாக்கம்	تشفير
மறையாக்கம்	التشفير
பேரரசுவாதம்	الامبريالية
உபயோகமான	منتجة
உபயோகமான	انتاجية
ரசீட்	الرشيد
ரசீட்	رشيد
ரசீட்	راشد
தேடுக	ابحث
தேடுக	البحث
தேடுக	بحث
நதானியேல்	ناثانيل
எல்ல	ايلا
தனிமைப்படுத்தி	عزل
பேரழகி	الامبراطورة
பறந்தன	طار
பறந்தன	طارت
மனச்சிதைவு	الفصام
கிரிஃபித்	جريفيث
தொலெமி	بطليموس
உணர்ந்தால்	تشعر
உணர்ந்தால்	يشعر
உணர்ந்தால்	اشعر
உணர்ந்தால்	تحس
கார்ட்டூம்	الخرطوم
சாமந்தி	شقار
பளபளப்பு	اللمعان
அத்தாதுர்க்	اتاتورك
வில்லோ	يلو
வில்லோ	ويلو
பணக்காரன்	ثريا
பணக்காரன்	ريتش
பணக்காரன்	غنية
பணக்காரன்	الغنية
பணக்காரன்	ثري
பணக்காரன்	غني
வாழைப்பழங்கள்	موز
வாழைப்பழங்கள்	الموز
உடன்பிறப்புகள்	اشقاء
உடன்பிறப்புகள்	الاشقاء
கம்பியை	رود
இகோர்	ايغور
இகோர்	ايجور
காலுறை	سوك
காலுறை	جورب
கொமோடோ	كومودو
வற்றல்	نحيل
வற்றல்	نحيف
தடு	حظر
தடு	كتلة
தடு	بلوك
உலைக்களம்	فرن
உலைக்களம்	الفرن
பிளாக்வெல்	بلاكويل
நெய்த	نسجت
திரொட்ஸ்கி	تروتسكي
பாராசூட்	مظلة
பாராசூட்	المظلة
பாகிஸ்தானி	الباكستاني
பாகிஸ்தானி	الباكستانية
போவா	بوا
தெரியாதவர்	مجهول
முடக்கப்பட்டது	معطل
முடக்கப்பட்டது	المعوقين
முடக்கப்பட்டது	تعطيل
கேள்விக்குப்	السؤال
கேள்விக்குப்	سؤال
குவாண்டானமோ	غوانتانامو
ரொக்கம்	نقدية
ரொக்கம்	نقدا
ரொக்கம்	كاش
ரொக்கம்	النقدية
ரொக்கம்	نقد
ரொசாரியோ	روزاريو
ட்ரக்	شاحنة
ட்ரக்	الشاحنة
துணையலகு	حجة
துணையலகு	الحجة
இனச்சேர்க்கை	التزاوج
ஜெரெமி	جيرمي
ஜெரெமி	جيريمي
நாபா	نابا
ஹொக்கைடோ	هوكايدو
லேபிள்	تسمية
லேபிள்	التسمية
நடந்தார்	مشى
நடந்தார்	مشت
நடந்தார்	مشيت
நன்றியுடன்	شاكر
நன்றியுடன்	شاكرين
உற்சாக	شعور
உற்சாக	الاحساس
உற்சாக	احساس
உற்சாக	اشعر
உற்சாக	الشعور
அபாயகரமானது	خطير
அபாயகரமானது	خطيرة
அபாயகரமானது	خطر
அபாயகரமானது	خطرة
சாயமேற்றல்	تلطيخ
போராடிக்	يكافح
போராடிக்	تكافح
போராடிக்	يصارع
டயலாக்	حوار
டயலாக்	الحوار
திருடப்பட்டது	المسروقة
திருடப்பட்டது	سرقت
திருடப்பட்டது	مسروق
திருடப்பட்டது	مسروقة
திருடப்பட்டது	سرق
நிராகரிப்பு	الرفض
ஜெல்	جل
ஜெல்	الجل
கிளையன்ட்	زبون
கிளையன்ட்	العميل
கிளையன்ட்	الزبون
கிளையன்ட்	عميل
கொரசோன்	كورازون
இழுப்பது	ويز
ஹிட்டாச்சி	هيتاشي
தொழுவம்	بارتون
பிரன்சுவிக்	برونزويك
நிதானமான	صاحي
நவோமி	ناعومي
நவோமி	نعومي
மெக்கானிக்கல்	الميكانيكية
மெக்கானிக்கல்	ميكانيكي
மெக்கானிக்கல்	ميكانيكية
வரவுகள்	القادمين
வரவுகள்	القادمون
வரவுகள்	الوافدين
படைப்பிரிவில்	الفوج
இரகசியங்கள்	اسرار
இரகசியங்கள்	الاسرار
தாராளமான	سخي
தாராளமான	سخية
சாட்விக்	شادويك
சாட்விக்	تشادويك
