ve	그리고
medyum	미디엄
medyum	미디어
superiore	수페르리가
bütünleşme	통합
dedem	할아버지
kaftan	가운
temizlendi	청소
teslimat	배송
teslimat	배달
teslimat	게재
teslimat	발송
nasihat	조언
nasihat	충고
emilim	흡수
polinezya	폴리네시아
yetişkinlere	성인
yetişkinlere	어른
eleştirmek	비판
ayışığı	문라이트
ayışığı	달빛
kazayla	우연히
saldırganlık	공격성
santim	인치
kamçatka	캄차카
milyarder	억만장자
illüstrasyon	일러스트
illüstrasyon	삽화
düklük	공국
atalarımız	조상
kazanıyor	우승
kazanıyor	승리
radyum	라듐
talih	포춘
ankete	설문조사
tükenmez	볼펜
çılgınlığı	매니아
maskeler	가면
maskeler	마스크
lazerler	레이저
adsız	무명
aşağılama	굴욕
aşağılama	모욕
aşağılama	모욕을
aşağılama	경멸
balım	허니
balım	여보
kabarık	부어
çıkışlar	출구
çıkışlar	출력
kağıtları	종이
kağıtları	페이퍼
kağıtları	신문
kağıtları	서류
penisilin	페니실린
depresyona	우울
arkadaslar	친구들이
arkadaslar	친구들
arkadaslar	프렌즈
arkadaslar	친구
sinirler	신경
tazı	그레이하운드
tazı	하운드
banknotlar	지폐
manastırlar	수도원
döşenmiş	가구
iştah	식욕
reddetmek	쇠퇴
reddetmek	거부
reddetmek	거절
fersah	리그
ikiside	둘다
koşmak	런닝
koşmak	달리기
teta	세타
mogadişu	모가디슈
kumu	모래시계
kumu	모래
bebeğim	자기
bebeğim	아기
bebeğim	베이비
pırlanta	다이아몬드
geçirgenliği	투자율
döküntü	발진이
döküntü	발진
döküntü	쓰레기
baharatlı	매운
katoliklik	가톨릭교회
katoliklik	가톨릭주의
donatım	장비
dinamit	다이너마이트
kafir	이교도
ihtiras	열정
sızıntı	누출
monitör	모니터링
monitör	모니터
intiharı	자살
mistisizm	신비주의
mistisizm	신비
envanter	재고
envanter	인벤토리
parmaklar	손가락
parmaklar	엄지
parmaklar	발가락
parmaklar	엄지손가락
katmandu	카트만두
protestanlar	개신교
koleksiyoncu	콜렉터
koleksiyoncu	컬렉터
çalıntı	도난
çöller	사막
kumaşlar	직물
şekerleme	낮잠
tespih	묵주
örümcekler	거미
simyacı	연금술사
skleroz	경화증
malakka	믈라카
kepçe	숟가락
elektrotlar	전극
hediyelik	기념품
kamuflaj	위장
onaylama	확인
onaylama	검증
onaylama	승인
dondurucu	냉장고
dondurucu	냉동
hayaletler	귀신
gecelik	반가운
gecelik	란제리
gecelik	가운
olasılıklar	가능성
güvensiz	불안해
güvensiz	불안
antivirüs	안티바이러스
çubukları	스틱
çubukları	스틱스
deformasyon	변형
tavsiyeler	추천
tavsiyeler	조언
tavsiyeler	충고
sekizi	여덟
tişört	셔츠
anomali	변칙
pahalıdır	비싼
pahalıdır	비싸다
batar	싱크로
hizalama	정렬
hizalama	선형
kromozomlar	염색체
sarılık	황달
allahım	하느님
allahım	하나님
yükseliyor	라이징
uçmak	비행
uçmak	날아라
uçmak	플라이
uçmak	플라잉
alerji	알레르기가
alerji	알레르기
modülasyonu	변조
dürüstlük	정직
dürüstlük	무결성
dürüstlük	성실
kabloları	케이블
kızartılmış	볶음
kızartılmış	튀김
entomoloji	곤충학
harkiv	하르키우
sinirleri	신경
imkanlar	시설
kopyalar	복사
kopyalar	사본
kopyalar	복사본
develer	낙타
çekmece	서랍
heybetli	마제스틱
kumarhane	카지노
kolaj	콜라주
zorbalık	따돌림
zorbalık	왕따
zorbalık	괴롭힘
yükümlülükleri	의무
garaj	주차장
garaj	차고
gazap	분노
gazap	퓨리
gazap	분노의
istiridye	조개
yamuk	사다리꼴
kanayan	출혈
alaka	관련성
davetsiz	침입자
yandım	불태웠다
yandım	화상
kefaret	구원
kefaret	속죄
kirlenme	오염
tef	탬버린
dokuzu	아홉
eyer	안장
tutuklular	억류
suikastçi	암살
suikastçi	암살자
yasaklama	금지
yasaklama	금주법
buluşmak	모임
buluşmak	만남
buluşmak	미팅
buluşmak	회의
sayılıyor	카운트
okulumuz	학원
okulumuz	학교는
okulumuz	스쿨
okulumuz	학교
bülten	뉴스레터
karıştırmak	믹싱
savas	배틀
savas	전쟁
savas	전투
baygın	무의식
ustura	면도날
ustura	면도기
oluştur	생성
oluştur	만드세요
oluştur	만들기
oluştur	만듭니다
oluştur	생성하기
halılar	카펫
halılar	융단
duş	샤워
duş	소나기
masaj	안마
masaj	안마사
masaj	마사지
klorofil	엽록소
lokantası	식당
lokantası	음식점
lokantası	레스토랑
matrisler	행렬
hırsızlar	도둑놈
hırsızlar	도둑들
hırsızlar	도둑
akort	튜닝
ittifaklar	동맹
imdat	도움
imdat	도움말
puro	시가
sorgulamak	심문
sadakati	충성
sadakati	멤버십
otoban	고속도로
otoban	하이웨이
tamirci	수리공
saglik	건강
saglik	체력
saglik	헬스
saglik	보건
kaslı	근육
katlanır	접힘
dalak	비장
binlik	그랜드
doğrulaması	검증
doğrulaması	인증
fıçı	매립지
fıçı	배럴
istikamet	방향
istikamet	목적지는
istikamet	목적지
tanımla	식별하기
tanımla	설명하기
tanımla	정의
tanımla	식별
tanımla	설명
tanımla	정의하기
formatları	형식
formatları	포맷
bilmece	수수께끼
bilmece	퍼즐
kavanoz	항아리
sunumlar	발표
sunumlar	프레젠테이션
gözardı	무시
kulaklık	이어폰
kulaklık	헤드셋
kulaklık	헤드폰
aciz	무기력
erir	녹아
erir	녹음
ukraynalılar	우크라이나계
ukraynalılar	우크라이나인
istirahat	휴식
istirahat	쉬어
yenge	고모
yenge	이모
yenge	이모가
yenge	숙모
pazarları	일요일
pazarları	시장
etkilemek	감동
tereyağlı	버터
sofokles	소포클레스
sincaplar	다람쥐과
sincaplar	다람쥐
çak	하이
çak	높음
barkod	바코드
deterjan	세제
sek	깔끔한
sek	깔끔하게
bugun	오늘
bugun	오늘도
toryum	토륨
bahçıvan	가드너
bahçıvan	정원사
makamlar	당국
keder	슬픔
başkomiser	감독관
üzümler	포도
anüs	항문
raydan	탈선
sahipler	소유자
silahşörler	삼총사
kübizm	입체파
sefalet	빈곤
sefalet	가난
çerez	스낵
çerez	쿠키
çerez	간식
kızamık	홍역
bahama	바하마
kaçırılmış	괴산
kaçırılmış	납치
bağışta	기부금
bağışta	기증
bağışta	기부
platonik	플라톤주의
platonik	플라토닉
uzmanlara	전문가
uzmanlara	전문가들
sofistike	정교
sofistike	정교한
kızgınlık	분노
muhakeme	심판
muhakeme	판단력
muhakeme	추론
muhakeme	판결
muhakeme	추리
muhakeme	판단
kelepçe	클램프
somon	연어
titanlar	타이탄
gir	입력하기
gir	입력
gir	입력합니다
tevbe	회개
koruyucuları	보호자
dudaklar	입술이
dudaklar	입술
yakınsama	수렴
peso	페소
antropolojik	인류학
dolup	넘쳐
olgunlaşmamış	미성숙
olgunlaşmamış	미숙
kurdele	리본
facia	재난
facia	재앙
yanıklar	번스
yanıklar	화상
psikopat	사이코패스
psikopat	싸이코
katlar	바닥
sömürü	착취
koleksiyonlar	컬렉션
koleksiyonlar	모음집
krediler	대출
krediler	학점
krediler	크레딧
kosinüs	코사인
conner	코너
suikastçı	암살
suikastçı	암살자
sadaka	자선단체
sadaka	자선
bulundurma	소지
vanilya	바닐라
kurtar	저장하기
kurtar	저장
primat	영장류
makinist	기술자
makinist	엔지니어
makinist	공학자
değnek	지팡이
kambriyen	캄브리아기
müfredat	커리큘럼
göktaşı	소행성
göktaşı	운석
susuzluk	탈수
susuzluk	갈증
yenebilir	식용
koşarken	런닝
koşarken	달리기
kainat	코스모스
kainat	우주
macunu	치약
dalgalanma	리플
reddetme	쇠퇴
reddetme	거부
reddetme	거절
girişimciler	사업가
girişimciler	기업가
ilik	골수
parşömen	스크롤
çerçeveleri	프레임
aksesuarları	악세사리
aksesuarları	액세서리
tarife	관세
tenha	한적한
detektif	형사
detektif	탐정
katıldım	가입했습니다
penguenler	펭귄
ekosistem	생태계
tifo	장티푸스
hawai	하와이
hawai	하와이와
pipo	파이프
holosen	홀로세
testis	고환
çizmiş	드류
çizmiş	드루
iddianame	기소
teyp	테이프
teyp	카세트
animasyonlar	애니메이션
baryum	바륨
öldür	킬링
çerçeveler	프레임워크
ortabatı	중서부
cüzdanı	지갑
içgüdüsel	본능
panelleri	패널
portatif	포터블
portatif	휴대
portatif	휴대용
temizlenmiş	청소
dokunarak	누르기
piskoposlar	주교
kâfir	이교도
damıtma	증류
tekerlekler	바퀴
tekerlekler	타이어
teslimiyet	항복
teslimiyet	제출
kredileri	학점
kredileri	크레딧
burnunu	코코
gecikmiş	지연
gecikmiş	기한이
gecikmiş	뒤늦게
muhafazası	스토리지
muhafazası	저장소
muhafazası	저장
kiz	소녀
oynatma	재생
kompresör	압축기
kompresör	컴프레서
asalak	기생
asalak	기생충
aerobik	에어로빅
pelerin	케이프
salıncak	스윙
salıncak	스윙스
oğlanlar	소년
oğlanlar	소년들
oğlanlar	보이즈
oğlanlar	보이스
uykusuzluk	불면증
empedans	임피던스
omuza	어깨
asalet	품위
asalet	존엄
asalet	귀족
asalet	위엄
termometre	온도계
beğendi	좋아한
veritabanları	데이터베이스
musluk	누르기
musluk	누르면
musluk	누르세요
sss	faq
gülme	웃음
gülme	웃어
gülme	웃어라
pençeleri	발톱
kafeterya	카페테리아
kafeterya	카페
şurubu	시럽
tabela	서명
tabela	기호
tabela	표지
tabela	간판
tabela	사인
kask	투구
kask	헬멧
aşçılık	요리
avlanmak	사냥
avlanmak	헌트
kitapçı	서점
manyak	싸이코
manyak	매니악
manyak	미쳐
manyak	미친
evlenmemiş	미혼
saçmalık	헛소리
saçmalık	쓰레기
mesane	방광
eskiler	고대
durmaksızın	논스톱
satıcılar	딜러
satıcılar	셀러
satıcılar	판매자
difteri	디프테리아
atkı	스카프
tahriş	자극
pelerini	케이프
dükkanlar	매장
dükkanlar	상점
dükkanlar	스토어
dükkanlar	가게
sürahi	주전자
sürahi	물병
sürahi	투수
kalibrasyon	교정
kalibrasyon	보정
retikulum	그물자리
biçimlendirme	서식
biçimlendirme	포맷
geçmişler	배경
biletler	티켓
aristokrasi	귀족
ikame	교체
centilmen	신사
kodlayıcı	인코더
özgeçmiş	이력서
özgeçmiş	재개
ortopedi	정형외과
dondurulmuş	비활성화
dondurulmuş	냉동
dondurulmuş	프로즌
levhaları	알약
öl	죽는다
devrimler	혁명
bulaşık	요리
bulaşık	접시
vergiden	세금
vergiden	납세
zombiler	좀비
harcamak	지출
aşağılık	슈퍼배드
pompei	폼페이
lastikler	타이어
eşdeğerlik	동등성
denetleyici	컨트롤러
nefesi	호흡
telepatik	텔레파시
karıştırılmış	스크램블
yaralanmalar	부상
telepati	텔레파시
istikrarsızlık	불안정
istikrarsızlık	불안정성
goril	고릴라
altin	황금
altin	골든
altin	골드
atlara	말들
küf	곰팡이
boğuldu	익사
kompleman	보완
tahvil	채권
tahvil	결합
tahvil	본드
piercing	피어싱
başarım	성취
başarım	업적
hırsızları	도둑놈
hırsızları	도둑들
hırsızları	도둑
güzellikler	미인
vade	용어
kayıpsız	무손실
doğumgünü	생일
astrofizikçi	천체물리학
büyütmek	확대
metanol	메탄올
saçlar	머리카락
saçlar	머리
saçlar	머리카락이
yükleyici	인스톨러
tamsayılar	정수
duyuyor	듣기
avukatları	변호사
karıncalar	개미
huni	깔때기
meni	정액
rulo	롤스
şakacı	장난기
şakacı	장난꾸러기
şakacı	장난
girinti	들여쓰기
beyefendi	미스터
beyefendi	신사
alıştırma	연습
alıştırma	연습생
alıştırma	운동
eşleştirme	일치
eşleştirme	일치하는
eşleştirme	매칭
hatırlama	기억
yürü	걷기
yürü	산책
kuaför	미용사
oluşturun	만듭니다
oluşturun	생성
oluşturun	만들기
oluşturun	만드세요
düşes	공작부인
düşes	여공작
dönüşün	변형
dönüşün	변환
dönüşün	변신
atölyeler	워크샵
atölyeler	워크숍
güvercinler	비둘기
girin	입력하기
girin	입력
girin	입력합니다
gercek	레알
gercek	리얼
gercek	진짜
kornea	각막
rakun	라쿤
rakun	너구리
yırtık	찢어진
yırtık	눈물
rahibeler	자매
rahibeler	수녀
rahibeler	시스터스
rahibeler	자매들
kontak	점화
bukalemun	카멜레온
arzular	욕망
arzular	욕구
kuşkulu	의심
kuşkulu	의심스러운
suçla	비난
yanılsama	착각
yanılsama	환상
izinleri	권한
izinleri	허가
efendiler	마스터즈
efendiler	마스터스
çeçenler	체첸인
dövüşçü	파이터
dövüşçü	전투기
kimlikler	id
kimlikler	정체성
kimlikler	신분증
ontoloji	온톨로지
bedenleri	크기
bedenleri	사이즈
yönlendiriciler	라우터
kızartma	프라이
bej	베이지
masraf	비용
kestirme	바로가기
kestirme	단축키
süzülerek	라이딩
süzülerek	글라이더
sefil	비참한
sicak	뜨거운
sicak	뜨겁다
sicak	덥다
yumurtalı	계란
yumurtalı	달걀
adınız	이름
bakir	버진
bakir	처녀
merhametli	자비로
osilatör	진동자
öp	키스
ayıları	베어스
denizanası	해파리
koşucu	달리기
postalar	우편
postalar	편지
postalar	메일
döteryum	중수소
soruyor	물어본다
ihanete	배신
etobur	육식성
hatırlamak	기억
paleontoloji	고생물학
kardiyak	심장
çürüme	붕괴
çürüme	분해
çürüme	부패
çenesi	턱시도
reçete	처방
başarmak	달성
kuzen	사촌동생
kuzen	사촌
duyuları	감각
körler	블라인드
ilgisizlik	무관심
şişkin	부어
aptalca	어리석은
aptalca	멍청이
aptalca	멍청한
aptalca	어리석음
aptalca	바보
aort	대동맥
trombosit	혈소판
kesinti	정전
kesinti	인터럽트
kesinti	정전기
kesinti	블랙아웃
battaniye	이불
battaniye	담요
asenkron	비동기
tanışmak	만나
müzakerelerin	협상
parazitler	기생충
çiğneme	씹는
duyurular	발표
duyurular	공지
duyurular	공지사항
eskimolar	에스키모
votka	보드카
yari	세미
özeldir	특별
özeldir	스페셜
özeldir	특수
özeldir	특별한
komiteler	위원회
sancısı	진통
manipülasyon	조작
şirinler	스머프
sürüklenen	드리프트
düzenbaz	트릭스터
hap	알약
tetikleyici	트리거
rezervasyon	예매
rezervasyon	예약
fazlalık	초과
deha	천재
zayıflık	약점
dönüştürücü	컨버터
dönüştürücü	변환기
düzinelerce	수십
aktivasyon	활성화
bildirimler	알림
politikamız	방침
politikamız	정책
torpil	어뢰
hırsızlığı	도난
hırsızlığı	도둑
hırsızlığı	절도
ziyan	낭비
ziyan	폐기물
kurbağalama	평영
aceleci	발진이
aceleci	발진
soz	약속
gelinler	신부
stacey	스테이시
metamorfoz	변신
otelleri	호텔
madalyon	메달
memnuniyeti	만족
memnuniyeti	만족도
entrika	배열
entrika	스킴
fedakarlık	희생
butik	부티크
öntanımlı	기본값
öntanımlı	기본
disipline	규율
ilgileniyor	관심사
ilgileniyor	관심
kırıklar	골절
lenfoma	림프종
kaçık	땅콩
şifreler	암호
şifreler	코드
şifreler	비밀번호
sakalı	수염
kumarbaz	도박꾼
androjen	안드로겐
annelik	보살핌
vakalar	사례
vakalar	케이스
polimerler	중합체
enfes	맛있는
enfes	맛있다
ağlıyor	울음
ağlıyor	외침
portalları	포털
portalları	포탈
valonya	왈롱
kirmizi	붉은색
kirmizi	붉은
kirmizi	레드
kirmizi	빨간색
kirmizi	빨강
işverenler	고용주
erteleme	지연
erteleme	지연이
davacı	원고
beklentiler	기대
gururlu	자랑
civciv	병아리
çöplük	매립지
çöplük	휴지통
çöplük	쓰레기통
çöplük	쓰레기
merdivenleri	사다리
merdivenleri	계단
böl	스플리트
böl	나누기
böl	스플릿
böl	분할
fotoğrafçılar	사진관
fotoğrafçılar	사진작가
fotoğrafçılar	사진사
düğmeleri	버튼
düğmeleri	단추
çaprazlama	크로스오버
odaklanma	초점
odaklanma	집중
odaklanma	포커스
odaklanma	집중하기
berilyum	베릴륨
birleşmeli	연관
içkiler	음료
içkiler	음료수
evim	집에
evim	고향
evim	집으로
evim	가정
kibir	허영
kibir	오만
hırs	탐욕
hırs	야망
hırs	욕심
adaletsiz	불공평한
gerçeküstü	초현실주의
oyna	놀기
oyna	재생
oyna	플레이
oyna	연주
plân	플랜
plân	계획
pompalar	펌프
karanlığı	암흑
karanlığı	어둠
parmakla	손가락
parmakla	핑거
motorsiklet	모터사이클
motorsiklet	오토바이
oyuncağı	장난감
oyuncağı	장난감이
oyuncağı	토이
yaralama	부상
mutluluklar	행복하다
mutluluklar	해피
mutluluklar	행복
mutluluklar	행복해
mutluluklar	행복한
katılın	참여하기
katılın	참여
katılın	가입하기
katılın	가입
süperstar	슈퍼스타
kanıtlandı	입증
gülümser	미소
gülümser	스마일
gevrek	곡물
gevrek	시리얼
yargıçlar	판사
atardamar	동맥
ümmet	공동체
ümmet	커뮤니티
ruhsat	등록
kamyonlar	트럭
sadelik	단순
psikiyatr	축소
bilinçsizce	무의식
nişancılar	저격수
fatura	영수증
fatura	청구
fatura	윌리엄
islah	재활
fahişelik	성매매
fahişelik	매춘부
fahişelik	창녀
oğullar	아들들
tutarsızlık	모순
portföy	포트폴리오
unuttum	깜빡
unuttum	잊혀진
başyapıt	걸작
ayrıcalıkları	권한
östrojen	에스트로겐
ekranlar	스크린
ekranlar	화면
perdeler	블라인드
perdeler	커튼
ultrason	초음파
umutsuzluk	절망
kazınmış	새겨
sarkık	플로피
çakra	샤크라
karanlıklar	암흑
karanlıklar	어둠
süpermarket	슈퍼마켓
aksanı	말투
mumlar	양초
mumlar	촛불
gazoz	소다
ipotek	모기지
umarak	바라며
felaketler	재난
felaketler	재해
felaketler	재앙
cani	악당
cani	갱스터
dürtü	충동
dürtü	임펄스
hisler	감정
hisler	느낌이
balonlar	풍선
şakalar	농담
cocuk	아이유
cocuk	키드
cocuk	남자아이
cocuk	소년
cocuk	보이
zindana	던전
aşırıya	초과
fişeği	플레어
fişeği	플레인
trigonometri	삼각법
trigonometri	삼각함수
yamyam	카니발
işıkları	조명
işıkları	불빛
gizler	숨기기
ipleri	문자열
