категория	categorie
силиконовой	silicium
катод	kathode
танагра	tangare
заявителей	eisers
заявителей	aanvragers
заявителей	sollicitanten
уксус	azijn
завоеватели	veroveraars
взвешивания	weging
яванский	javaanse
кайф	leuk
кайф	gezelligheid
кайф	gezellig
прощайте	vaarwel
прощайте	afscheid
горжусь	fier
горжусь	trots
горжусь	trotse
олигархов	oligarchen
подвздошной	darmbeen
бойфренд	vriendje
обработанных	verwerkt
обработанных	verwerkte
обработанных	bewerkt
зад	kont
зад	reet
загрузили	geupload
загрузили	geüpload
гробы	doodskisten
гробы	kisten
завесу	sluier
магнитского	magnitski
симпатизировал	sympathisant
бланке	briefpapier
сердцебиение	hartslag
ацетилена	acetyleen
океанографии	oceanografie
архангелов	aartsengelen
ожерелья	kettingen
ягнят	lammeren
формальность	formaliteit
геостационарной	geostationaire
зловещий	sinistere
зловещий	onheilspellend
щенка	hondje
щенка	pup
навоза	mest
мактум	maktoem
слюны	speeksel
перерывы	pauzes
перерывы	breekt
псих	psychopaat
подсудимый	beklaagde
подсудимый	verdachte
подсудимый	gedaagde
подсудимый	verweerder
отек	oedeem
прицеп	aanhanger
прицеп	caravan
прицеп	woonwagen
прицеп	aanhangwagen
прививки	inentingen
прививки	inenting
прививки	vaccinaties
пожертвовали	geschonken
пожертвовали	gedoneerd
синдромов	syndromen
осложняет	bemoeilijkt
имплантаты	implantaten
гобоист	hoboïst
невинные	onschuldigen
невинные	onschuldig
невинные	onschuldige
законодателей	wetgever
законодателей	wetgevers
педофилов	pedofielen
неизбежное	onvermijdelijke
неизбежное	onvermijdelijk
муссон	moesson
тестостерона	testosteron
оэз	bez
отступ	inspringen
установите	installeren
установите	installeer
гэн	poot
гэн	been
возвращаю	retourneren
возвращаю	terugkerende
клубней	knollen
клубней	knol
ведомость	verklaring
черномырдин	tsjernomyrdin
компрессоры	compressoren
устала	moe
устала	vermoeid
токсикологии	toxicologie
компромиссов	compromissen
конкурирует	concurreert
ловеч	lovetsj
фармакологические	farmacologische
фармакологические	farmacologisch
дренаж	afvoer
межпарламентской	interparlementaire
пикс	pieken
сирийцев	syriërs
субъективности	subjectiviteit
лужи	plassen
бездомный	daklozen
бездомный	dakloze
бездомный	dakloos
мытья	wassen
пиктограммы	pictogrammen
саксы	saksen
метисов	mesties
морепродукты	zeevruchten
веспасиан	vespasianus
контрреволюции	contrarevolutie
покраснение	roodheid
грустная	treurig
грустная	verdrietig
грустная	triestig
грустная	triest
грустная	droevig
угорь	paling
угорь	aal
спальня	slaapkamer
реструктуризация	herstructureren
реструктуризация	herstructurering
реструктуризация	herstructureringen
оттепель	dooi
оттепель	ontdooien
воссоединиться	herenigen
закупка	aanbestedingen
закупка	inkoop
закупка	aanschaf
закупка	aankoop
закупка	aanbesteding
абебе	abeba
шприц	spuit
шприц	injectiespuit
великолепие	grootsheid
великолепие	pracht
пронумерованы	genummerd
пронумерованы	genummerde
трудящиеся	arbeiders
трудящиеся	werkers
трудящиеся	werknemers
трудящиеся	werkenden
бухгалтеров	boekhouders
болит	pijnlijk
пряжки	gesp
пряжки	sluiting
пряжки	gespen
багажнике	slurf
багажнике	kofferbak
багажнике	achterbak
эфесе	efeze
пип	kik
защитите	bescherm
защитите	beschermen
ксенофобия	vreemdelingenhaat
ксенофобия	xenofobie
зверства	wreedheden
зверства	gruweldaden
нейтрон	neutronen
подношения	offers
приходи	kom
египтологии	egyptologie
речитатив	recitatief
кровопролитие	bloedvergieten
стайлз	stijlen
блондин	blonde
перебил	onderbroken
магистратов	magistraten
антропогенных	antropogene
перевернуть	omdraaien
перевернуть	spiegelen
подкуп	omkoping
подкуп	omkopen
палестинцы	palestijnen
палестинцы	palestijnse
палестинцы	palestijns
сапфир	saffier
спрятался	verborg
регентов	regenten
перезагрузка	herstart
перезагрузка	herstarten
плачь	ween
плачь	huilen
плачь	huil
подебрад	podiebrad
освобожденных	bevrijde
освобожденных	bevrijd
жесть	ruig
жесть	ruw
жесть	keihard
жесть	ruwe
рюкзак	rugzak
трезубец	drietand
папок	mappen
уязвимых	kwetsbaar
уязвимых	kwetsbare
соучастие	medeplichtige
соучастие	accessoire
соучастие	medeplichtig
соучастие	medeplichtigheid
соучастие	toebehoren
анкета	vragenlijst
снеговик	sneeuwpop
снеговик	sneeuwman
напугать	schrik
напугать	schrikken
силикатного	siliciumdioxide
аллелей	allelen
аварцев	avaren
доброты	vriendelijkheid
присягой	eed
присягой	ede
дискотеки	discotheek
хива	xiva
балконов	balkons
человечность	menselijkheid
человечность	mensheid
срем	syrmië
жаб	padden
