que	那個
parpadeo	眨眼
parpadeo	閃爍
parpadeo	閃動
impregnado	浸漬
promulgadas	頒布
insuperable	不可逾越
insuperable	無敵
asalariado	職工
asalariado	僱員
asalariado	員工
prefabricados	預製
pezón	乳頭
substitución	替代
ionizante	電離
pesquería	漁業
hulla	煤炭
hulla	煤
hulla	煤礦
electrolitos	電解質
pelucas	假髮
frustraciones	沮喪
frustraciones	挫折感
frustraciones	挫折
ventanillas	視窗
ventanillas	窗
sellados	封存
eclipsado	黯然失色
eclipsado	昏暗
rubios	金髮
surtido	各式
surtido	各種
tifones	颱風
errantes	徘徊
errantes	巡回
errantes	流浪
errantes	遊蕩
desgarro	眼淚
desgarro	淚
desgarro	催淚
desgarro	淚水
desgarro	撕
empeorando	惡化
despliegues	部署
masajes	按摩
integrador	包容性
integrador	包容
bandada	羊群
envejece	年齡
aceptamos	接受
frascos	瓶子
frascos	罐
frascos	罐子
cáscaras	殼
cáscaras	貝殼
patrocinios	贊助
ciempiés	蜈蚣
ammán	安曼
ammán	阿曼
hegemónica	霸權主義
espasmos	痙攣
osito	熊
asegurados	投保
nocivo	有害
horóscopo	星座
interrumpiendo	中止
corrompido	損壞
oleoductos	管道
oleoductos	管線
despreciar	鄙視
cerraduras	鎖
mayoristas	批發商
mayoristas	批發
prepago	預付
incisivo	門牙
sensuales	感性
degradar	降解
hollín	煙塵
hollín	煤煙
corrosivo	腐蝕
corrosivo	腐蝕性
ponderación	加權
escalonados	錯開
escalonados	交錯
consanguinidad	血親
palitos	棍棒
palitos	木棍
palitos	筷子
palitos	棍子
inestimable	無價之寶
inestimable	無價
fragancias	香水
fisica	物理
fisica	物理學
bronca	咆哮
convertibilidad	兌換
perilla	旋鈕
periquito	鸚鵡
detonador	雷管
tocador	洗手間
tocador	廁所
tocador	廁
tocador	馬桶
gasóleo	柴油
papelería	文具
papelería	靜止
papelería	固定
cínica	憤世嫉俗
cínica	玩世不恭
vibrar	振動
genialidad	天才
asustados	害怕
silenciar	靜音
silenciar	沈默
silenciar	寂靜
silenciar	啞
silenciar	緘默
silenciar	啞巴
automatizados	自動化
automatizados	自動
confirme	證實
confirme	確認
fotovoltaicos	光電
fotovoltaicos	光電效應
caprichoso	異想天開
sangrar	出血
sangrar	流血
cacahuete	花生
ginecólogo	婦科
ginecólogo	婦科醫生
extranjería	外星人
extranjería	外僑
extranjería	異形
extranjería	外籍人士
extranjería	外國人
diván	沙發
movilizarse	動員
cómodas	舒適
cómodas	舒服
espere	等待
tecnologia	技術
tecnologia	科技
salmones	鮭魚
inflamables	易燃
microbiana	微生物
desplegando	部署
temporizador	計時器
superfluo	多餘
retornos	返回
hierve	煮
hierve	煮沸
descalza	赤足
descalza	赤腳
apendicitis	闌尾炎
apendicitis	盲腸炎
intrépido	無所畏懼
intrépido	無畏
albóndigas	丸子
albóndigas	肉丸
tabúes	禁忌
boya	浮標
inservible	無用
despreocupado	無憂無慮
reciclados	回收
lastima	可惜
patólogo	病理學家
patinar	溜冰
patinar	滑板
patinar	滑冰
convulsión	癲癇
convulsión	扣押
prospectiva	展望
prospectiva	遠見
prospectiva	前瞻
estúpida	傻
estúpida	笨
estúpida	笨蛋
estúpida	愚蠢
estúpida	蠢
mermeladas	果醬
garantizados	保證
obsceno	猥褻
obsceno	淫穢
melones	甜瓜
terminos	用語
terminos	術語
terminos	條款
inacción	不作為
dilatado	擴張
escritorios	辦公桌
escritorios	書桌
escritorios	桌面
meteorización	風化
modulo	單元
modulo	模組
hilado	紡
hilado	紗
jamones	火腿
injertos	嫁接
indultos	赦免
inclinar	傾斜
incitación	煽動
anestésico	麻醉藥
anestésico	麻醉
anestésico	麻醉劑
abogando	鼓吹
nabo	蘿蔔
mafias	黑手黨
estafas	弊
intervenga	干涉
intervenga	介入
intervenga	干預
libélula	蜻蜓
inapropiados	不當
andamio	斷頭台
arbol	樹
arbol	樹木
embellecer	美化
lúgubre	憂鬱
lúgubre	嚴峻
evitación	撤銷
cebras	斑馬
multifuncional	多功能
codornices	鵪鶉
transportación	交通
transportación	運輸
calórico	卡路里
lindos	可愛
exquisitos	精緻
exquisitos	精美
triangulación	三角
cobardes	懦夫
turbante	頭巾
opacidad	不透明
clasico	古典
clasico	經典
bucear	俯衝
bucear	潛水
bucear	跳水
crematorio	火葬場
indiferentes	漠不關心
culpas	罪惡感
culpas	愧疚
culpas	內疚
culpas	責怪
silenciosamente	悄悄地
proxima	下一步
pesquerías	漁業
ósmosis	滲透
albaricoque	杏樹
albaricoque	杏
repugnante	惡心
reciclar	回收
arándanos	紅莓
arándanos	藍莓
fraudulentas	欺詐
disuasión	震懾
disuasión	威懾
electricistas	電工
descarado	厚臉皮
descarado	厚顏無恥
descarado	時髦
descarado	俏皮
descarado	無恥
condenación	譴責
somalíes	索馬利亞
adoctrinamiento	教化
adoctrinamiento	灌輸
prometen	許諾
prometen	承諾
tocadiscos	轉盤
lame	舔
bronquial	支氣管
recitación	朗誦
recitación	背誦
charlar	聊天
charlar	聊
profanación	褻瀆
patrullando	巡邏
pir	安息
pir	安息吧
quiebras	破產
tenencias	控股
tenencias	持有
anticoncepción	避孕
imprudencia	魯莽
voluminosos	笨重
remordimientos	悔恨
remordimientos	後悔
remordimientos	懊悔
gordos	肥
gordos	脂肪
gordos	胖
taiwaneses	臺灣
calambres	抽筋
patear	踢
aleman	德文
aleman	德語
madreselva	忍冬
migraña	偏頭痛
agitar	搖動
agitar	搖晃
agitar	搖
analfabeta	文盲
gloriosos	光榮
porfavor	請
sedante	鎮靜劑
ajustando	調整
numeros	數字
limonada	檸檬汁
formadores	教員
transfusiones	輸血
nostálgico	思鄉
nostálgico	懷舊
sombrilla	雨傘
sombrilla	傘
sombrilla	陽傘
aeroespaciales	航天
canguros	袋鼠
iridio	銥
arancel	關稅
zumos	汁
zumos	果汁
burdeles	妓院
vibra	振動
vibra	共鳴
vibra	氛圍
vibra	感應
abogar	鼓吹
rugido	吼吼
rugido	咆哮
auditivos	聽覺
diabéticos	糖尿病
lastimado	傷害
supervisados	監督
hipotermia	低溫
excavando	挖掘
excavando	挖
cuantitativas	定量
cuantitativas	量化
rodamientos	軸承
reductores	減少
moldear	成型
moldear	塑造
formalidades	手續
barómetro	晴雨表
cocinando	烹飪
cocinando	做飯
cocinando	煮
cocinando	煮飯
cocinando	烹調
despecho	籃板球
despecho	反彈
despecho	回升
afirmativo	平權
vagas	含糊
vinilos	乙烯
penuria	困苦
remar	排
remar	划船
remar	划
éteres	醚
pregunte	問
contingencias	突發事件
orinar	撒尿
orinar	小便
orinar	尿
indefensa	無奈
podrida	爛
mediocridad	平庸
respiraderos	噴口
respiraderos	通風口
inculcar	灌輸
arrendatario	租戶
arrendatario	房客
tics	ict
mundano	世俗
mundano	平凡
domar	馴
domar	馴服
asociativo	社團
compre	買
compre	購買
adaptabilidad	適應性
aligerar	減輕
tunel	地道
tunel	隧道
incomprensión	誤解
incomprensión	誤會
tsunamis	海嘯
miopía	短視
miopía	近視
discapacitado	殘疾
discapacitado	殘障
bellamente	精美
pijama	睡衣
sindicado	辛迪加
jalea	果凍
aeróbica	有氧
brida	凸緣
maliciosa	惡意
gomas	輪胎
gomas	橡膠
gomas	橡皮
gomas	牙齦
manualidades	手工藝品
manualidades	工藝品
manualidades	手工業
manualidades	手工藝
manualidades	工藝
cojín	墊子
cojín	墊
cojín	緩衝
cojín	枕頭
cojín	枕
sabias	英明
sabias	明智
horneado	烘
horneado	烘焙
horneado	烘烤
quemadura	燒死
quemadura	燒錄
quemadura	燃燒
quemadura	燒傷
quemadura	燒
gangrena	壞疽
mangosta	獴
eviten	避免
frio	冷
frio	寒冷
frio	冷冷
prestamistas	貸方
desesperanza	絕望
alentando	鼓勵
peludos	毛茸茸
quehaceres	家務
anticipando	預見
propano	丙烷
supervisora	主管
supervisora	督導
insolvencia	破產
dosificación	劑量
dosificación	用量
cuestionarios	問卷
pezones	乳頭
fiscalidad	納稅
fiscalidad	稅收
fiscalidad	稅務
fiscalidad	稅
fiscalidad	稅金
difteria	白喉
desconectado	離線
desconectado	下線
desconectado	斷線
instando	敦促
proteccion	保護
visados	簽證
oxigeno	氧
oxigeno	氧氣
paranoicos	妄想
paranoicos	偏執
paranoicos	偏執狂
traga	燕子
conmovedor	觸碰
conmovedor	感動
conmovedor	搬家
conmovedor	感人
camarote	船艙
camarote	機艙
camarote	客艙
champiñones	香菇
champiñones	蘑菇
simplificando	簡化
progresivas	進步
progresivas	逐步
progresivas	累進
progresivas	漸進
cepillos	刷子
cepillos	畫筆
unilaterales	單方
unilaterales	單邊
unilaterales	單方面
acordadas	商定
acordadas	議定
acordadas	同意
interrogante	提問
interrogante	問題
sobrevuelo	飛越
podrido	爛
impureza	雜質
planeo	滑翔
planeo	滑行
pegatinas	貼紙
orando	祈禱
cosido	縫紉
cárteles	卡特爾
abscesos	膿腫
cazatalentos	童軍
extraoficial	非正式
impermeables	防水
radiológica	放射性
aplazamiento	休會
aplazamiento	推遲
eunucos	太監
desinteresado	無私
preservativo	保險套
inmejorable	無敵
infestación	侵擾
infestación	蟲害
comparativas	比較
inundando	水災
inundando	洪水
vetar	否決
vetar	否決權
esponjoso	毛茸茸
esponjoso	蓬松
totalitarios	極權主義
totalitarios	極權
amonestación	譴責
fraseo	措辭
fraseo	措詞
topes	緩衝
fetos	胎兒
meteorólogos	氣象學家
verifique	驗證
populistas	民粹主義
magra	瘦
condicionales	條件
bragas	內褲
bragas	燈籠褲
acetileno	乙炔
mochilas	背包
reconstruyendo	重建
resplandeciente	發光
atemporal	永恆
propina	提示
propina	小費
hamacas	吊床
voladura	爆破
deshonra	恥辱
inspiradora	鼓舞人心
inspiradora	鼓舞
inspiradora	勵志
importando	進口
descarada	厚臉皮
descarada	厚顏無恥
descarada	時髦
purgar	淨化
purgar	清洗
freír	煎
decepcionada	失望
destrozados	破碎
provocador	挑釁
instigación	煽動
instigación	教唆
instigación	唆使
congelador	冷凍庫
patético	可悲
empeños	當鋪
minimo	最少
minimo	最小
acupuntura	針灸
montos	金額
montos	數額
montos	款額
desempleado	失業者
desempleado	失業
perfusión	注入
caricias	愛撫
retenciones	扣留
retenciones	留用
moviliza	動員
vulneración	侵犯
militarista	軍國主義
decepcionados	失望
puñalada	捅
puñalada	刺
cualitativos	定性
renacido	重生
tangibles	有形
nepotismo	裙帶關係
devastadoras	破壞性
devastadoras	毀滅性
inmensidad	浩瀚
ostra	蠔
ostra	牡蠣
acido	酸性
acido	酸
soldar	焊接
soldar	焊
multiples	多種
multiples	多重
multiples	多個
borracha	醉
borracha	醉酒
borracha	喝醉
tratarlo	對待
varados	擱淺
tántalo	鉭
devorando	吞食
devorando	吞噬
ofrezcan	優惠
liquen	地衣
radianes	弧度
creíbles	可信
bahrein	巴林
radiadores	散熱器
investigacion	調查
investigacion	研究
derramar	洩漏
derramar	灑
incompatibilidades	不相容
reproche	責難
reproche	斥責
pierdo	輸
pomelo	柚子
hospitalizados	住院
desmonte	剝離
forjando	偽造
butano	丁烷
guiños	媚眼
carretilla	手推車
calentador	暖爐
calentador	加熱器
rizos	捲髮
rizos	卷曲
motociclistas	飛車黨
anticuada	過時
farola	燈柱
simbiótica	共生
tobogán	滑
tobogán	幻燈片
tobogán	滑動
reglamentaciones	條例
avalanchas	雪崩
proteasa	蛋白酶
repetidores	留級生
recitando	背誦
conduzca	駕駛
conduzca	開車
regaliz	甘草
fragmentario	零碎
exhausto	用盡
exhausto	精疲力竭
gatito	小貓
ridículas	可笑
enfadada	生氣
enfadada	憤怒
enfadada	怒
lindas	可愛
desmayo	暈倒
desmayo	暈
desmayo	微弱
desmayo	昏倒
aplazar	延後
aplazar	推遲
flotabilidad	浮力
reembolso	報銷
reembolso	還款
reembolso	退款
reembolso	退還
reembolso	償還
rectificado	磨
amargado	苦苦
amargado	苦
alces	麋鹿
rebatir	反駁
antiguedad	古物
tulipanes	鬱金香
retorcida	扭曲
feos	醜
feos	醜八怪
feos	醜陋
pié	腳
pié	英尺
acumularse	積累
acumularse	累積
microcosmos	縮影
cigarra	蟬
almorzar	午飯
almorzar	午餐
deposito	存款
deposito	存
deposito	押金
deposito	保證金
sobras	剩菜
decatlón	十項全能
epígrafes	標題
petroleo	石油
petroleo	機油
petroleo	油
proverbio	諺語
frívola	輕浮
malnutrición	營養不良
tampón	衛生棉
tampón	緩衝區
tampón	緩衝
envoltorio	包裝
espinacas	菠菜
tintura	染色
tintura	印染
tintura	染
tintura	染料
camaradería	情誼
hemofilia	血友病
confidenciales	機密
confidenciales	保密
relajante	撫慰
relajante	舒緩
escorpio	天蠍座
reafirmando	重申
odios	仇視
odios	仇恨
demoliciones	拆毀
demoliciones	拆除
lisis	裂解
escondiendo	隱藏
juzgando	判斷
juzgando	評判
jeringa	針筒
jeringa	注射器
rutinario	常規
rutinario	例行
endurecido	硬化
compost	堆肥
legibilidad	可讀性
discriminatorias	歧視
incontinencia	失禁
gorras	大寫
gorras	帽
gorras	帽子
conmovido	感動
retrocediendo	消退
agradecidos	感恩
hilados	紗
fugitiva	逃犯
infractor	罪犯
grosera	粗魯
impagos	違約
impagos	預設
filetes	牛排
dividendo	分紅
dividendo	股息
dividendo	紅利
descargando	下載
aprendan	學習
aprendan	學
peatón	行人
paliativos	緩和
aflicción	危難
aflicción	遇險
preventivos	預防
plántulas	幼苗
plántulas	苗
plántulas	小苗
judios	猶太
judios	猶太人
inferencias	推論
nudista	裸體
nudista	裸
solapamiento	重疊
tributación	納稅
tributación	稅收
tributación	稅務
tributación	稅
tributación	稅金
estante	架子
estante	書架
estante	貨架
diabética	糖尿病
alegria	快樂
alegria	喜悅
alegria	歡樂
consentida	變質
novata	新手
novata	新秀
enseñe	教
lavadora	洗衣機
hinchado	腫
hinchado	臃腫
hinchado	腫脹
confiados	信心
confiados	自信
tuercas	堅果
citaciones	傳票
citaciones	傳喚
citaciones	傳訊
perdedora	輸家
chal	披肩
gónadas	性腺
boyas	浮標
medidores	公尺
honorables	可敬
bebes	嬰兒
pisadas	腳印
pisadas	足跡
pisadas	腳步聲
pisadas	腳步
sublimación	昇華
pluralista	多元
llamamientos	呼籲
llamamientos	上訴
licitaciones	投標
licitaciones	招標
oprimido	被壓迫
oprimido	受壓迫
pancarta	橫幅
pancarta	旗幟
pancarta	旗
arpón	魚叉
morsa	海象
suavizado	軟化
alinearse	對齊
invencibles	無敵
prefabricadas	預製
asbesto	石棉
rebotar	反彈
rebotar	彈跳
fibrilación	顫動
coleta	馬尾
debilitados	削弱
debilitados	弱化
susurros	悄悄話
susurros	耳語
susurros	輕聲
susurros	私語
ultimas	最新
submarinismo	潛水
submarinismo	跳水
cotizar	引文
cotizar	報價
cotizar	引用
cotizar	引述
alegado	據稱
ciegamente	盲目
desfigurado	毀容
playera	襯衫
playera	襯衣
playera	衫
antibalas	防彈
ductos	導管
conservante	防腐劑
transito	過境
provocativa	挑釁
bofetada	一巴掌
bofetada	扇耳光
caracola	海螺
bibliografías	書目
discriminatorio	歧視
besando	接吻
objetar	天體
objetar	物件
escupir	口水
escupir	吐
escupir	吐痰
escupir	唾液
costra	痂
reajuste	調整
chelín	先令
calculo	計算
llorón	愛哭鬼
temblar	顫抖
eslóganes	標語
eslóganes	口號
gángsters	歹徒
lamentaba	感嘆
respaldos	備份
tropezó	絆倒
tropezó	失足
invocan	援引
gorros	大寫
gorros	帽
gorros	帽子
escupe	口水
escupe	吐
escupe	唾液
caprinos	山羊
ponderado	加權
desayunar	早飯
desayunar	早餐
petrificado	石化
relés	繼電器
sien	寺
sien	寺廟
sien	神廟
sien	廟
sien	聖殿
pajar	乾草堆
sobrecalentamiento	過熱
sacudido	動搖
forrajes	飼料
frambuesa	覆盆子
meo	小便
meo	尿
ultimos	最新
talco	滑石粉
animadoras	啦啦隊
auditivas	聽覺
columpio	擺動
columpio	鞦韆
columpio	搖擺
inválida	無效
endurecer	硬化
multiplicarse	倍增
ornitorrinco	鴨嘴獸
nabos	蘿蔔
desacato	輕蔑
desacato	蔑視
desacato	藐視
percha	衣架
mapaches	浣熊
cunas	搖籃
atrasado	逾期
atrasado	落後
atrasado	積壓
atrasado	倒退
hipnótico	安眠藥
hipnótico	催眠
libertinaje	荒淫
catarsis	宣洩
chinches	臭蟲
quinina	奎寧
infames	臭名昭著
infames	聲名狼藉
indexación	索引
guisante	豌豆
masticar	咀嚼
masticar	嚼
anclajes	錨
arándano	紅莓
arándano	藍莓
comprobaciones	支票
ceras	蠟筆
cotizado	引用
cotizado	引述
ataquen	襲擊
ataquen	進攻
ataquen	攻擊
nitroso	氮氣
espacioso	寬敞
esturión	鱘魚
suscrita	訂閱
afasia	失語症
formaldehído	甲醛
lácteo	乳製品
escroto	陰囊
conjuntivitis	結膜炎
oxidada	生鏽
complementariedad	相輔相成
complementariedad	互補
jaja	哈哈
expirar	過期
expirar	到期
bailía	轄區
arboles	樹
arboles	樹木
misericordioso	仁慈
sintonizar	調
relé	傳遞
relé	繼電器
relé	接力
relé	中繼
masajista	按摩
escáneres	掃描器
escáneres	掃描
extrapolación	推斷
extrapolación	推算
espaciosa	寬敞
farmacopea	藥典
electiva	選修
electiva	選任
embrionarias	胚胎
detergente	洗滌劑
detergente	清潔劑
tortuoso	曲折
rodio	銠
gnomónica	晷
sustituya	替代
sustituya	更換
sustituya	取代
sustituya	代替
sustituya	替換
translocación	易位
indefensos	無奈
menosprecio	輕蔑
menosprecio	蔑視
menosprecio	藐視
pecadora	罪人
ternero	小腿
ternero	小牛
ternero	牛犢
ternero	犢
joroba	駝背
mision	任務
cincel	鑿子
catastral	地籍
asar	烘焙
asar	烤
cochera	車庫
afeitado	刮鬍子
politicos	政界人士
politicos	政治家
politicos	政客
pelícanos	鵜鶘
tolerado	容忍
espumoso	氣泡
blanqueado	漂白
inmadura	未成熟
reafirmación	重申
gordas	肥
gordas	脂肪
gordas	胖
honestos	誠實
ansiosa	渴望
ansiosa	焦急
ansiosa	焦慮
paralítico	癱
paralítico	癱瘓
extraviado	錯位
bisbita	鷚
premeditado	預謀
cerio	鈰
engorde	育肥
encubiertos	臥底
inversion	投資
inactivas	閒置
sugestión	建議
expliquen	解釋
luciérnagas	螢火蟲
encabezamiento	標題
carnada	誘餌
carnada	魚餌
carnada	餌
estrangulamiento	扼殺
vergonzosa	尷尬
beisbol	棒球
pruebe	嘗試
pruebe	試試
teta	山雀
cursi	俗氣
inmunización	免疫
lombriz	蠕蟲
autopsias	解剖
autopsias	驗屍
reasignación	調動
reasignación	調任
ahorrando	節省
ahorrando	儲蓄
invaluable	無價之寶
invaluable	無價
suficiencia	充足
destornillador	螺絲刀
circonio	鋯
contratantes	承包商
contratantes	訂約
vaginales	陰道
miligramos	毫克
encías	膠
encías	口香糖
encías	牙齦
fraudulento	欺詐
jejeje	大笑
jejeje	哈哈
hemorroides	痔瘡
halógenos	鹵素
halógenos	鹵
comparta	分享
comparta	共享
comparta	共用
prestadores	貸方
pescando	漁業
pescando	捕撈
pescando	捕魚
pescando	釣魚
mimos	擁抱
