மற்றும்	en
பேலோட்	laadvermogen
வடிகட்டு	filteren
மெஸ்	puinhoop
மெஸ்	rotzooi
மிளகை	motorkap
சைத்தான்	duivel
சைத்தான்	duivels
நிகோலாய்	nikolaj
நிர்வாகிகளும்	leidinggevenden
சரிபார்க்கப்பட்ட	gecontroleerd
சரிபார்க்கப்பட்ட	geverifieerde
சரிபார்க்கப்பட்ட	geverifieerd
ஸ்திரத்தன்மை	stabiliteit
ஆண்களிடம்	mannen
விவாதிப்பது	oplichting
விவாதிப்பது	oplichterij
விவாதிப்பது	zwendel
மந்தாரை	orchideeën
யால்ட்டா	jalta
நர்ஸ்	verpleegster
நர்ஸ்	verpleegkundige
நர்ஸ்	verpleger
நர்ஸ்	zuster
சூபித்துவம்	soefisme
முட்டாள்தனம்	domheid
முட்டாள்தனம்	nonsens
முட்டாள்தனம்	zever
முட்டாள்தனம்	onzin
முட்டாள்தனம்	stomheid
முட்டாள்தனம்	stommiteit
பண்புக்கூறு	attribuut
கால்சைட்	calciet
காலாவதியாகும்	verloopt
காலாவதியாகும்	vervalt
க்ளிக்	klikken
க்ளிக்	klik
முக்கியமில்லாத	onbelangrijk
இருண்டு	donkerder
நெற்றியை	dweilen
நெற்றியை	dweil
பலுசிஸ்தான்	beloetsjistan
கேட்டாள்	gevraagd
கேட்டாள்	vroegen
எழுச்சியூட்டும்	inspirerende
எழுச்சியூட்டும்	inspirerend
எழுச்சியூட்டும்	inspireren
கேப்டிவ்	capacitieve
நகலெடுத்தல்	kopiëren
கல்ட்	sekte
கல்ட்	cultus
கோடீஸ்வரன்	miljonair
குணசீலன்	welvarende
குணசீலன்	voorspoedig
குணசீலன்	welvarend
மௌனமாக	rustig
மௌனமாக	stilte
மௌனமாக	stil
வசனங்களும்	dialogen
டயர்கள்	banden
ஹெலிகாப்டர்கள்	helikopters
பயிற்சியளித்தல்	bijles
இஸ்லாமியம்	islamitisch
இஸ்லாமியம்	islamitische
பெருவிய	peruviaanse
பெருவிய	peruaanse
ஃபெரைட்	ferriet
ஹஸ்தம்	stil
எறியம்	projectiel
காவா	wijden
டிசைன்கள்	ontwerpen
இயக்குனரகம்	directoraat
வோட்கா	wodka
வசமும்	dynastieën
பெல்ஸ்	klokken
வெற்றிடங்கள்	vacatures
கலாபகசுத்	galapagos
காவியா	kaviaar
காயில்	spoel
காயில்	spiraal
பிளாட்பார்ம்	perron
கிறுக்கன்	klootzak
முடிக்கவும்	voltooien
முடிக்கவும்	afmaken
முடிக்கவும்	afwerking
ஆர்கேட்	speelhal
நுட்பங்களுடன்	verfijning
டிரைவர்கள்	rijders
டிரைவர்கள்	coureurs
டிரைவர்கள்	chauffeurs
ஜூஸ்	sap
இளைஞனை	botsingen
இதயப்பூர்வமான	welgemeende
இதயப்பூர்வமான	oprechte
பரட்டை	harige
பரட்டை	harig
பென்டேன்	pentaan
அழைக்கப்படுபவர்கள்	genodigden
பூத்தையல்	geborduurd
டிராஃபிக்	verkeer
பயங்கள்	angst
பயங்கள்	vrees
பயங்கள்	angsten
பயனம்	reizen
பயனம்	reis
சிற்றேடு	folder
பிளஷிங்	blozen
பிளஷிங்	doorspoelen
கொடூரம்	wreedheden
கொடூரம்	wreedheid
யாத்திராகமம்	uittocht
சாண்ட்விச்	boterham
சாண்ட்விச்	broodje
தாங்கமுடியாத	ondraaglijk
செயலாக்கப்பட்டது	verwerkte
செயலாக்கப்பட்டது	ingeschakeld
செயலாக்கப்பட்டது	verwerkt
செயலாக்கப்பட்டது	bewerkt
எழுத்தர்கள்	schriftgeleerden
இந்துக்களே	hindoes
இந்துக்களே	hindoe
திருப்திகரமாக	tevreden
திருப்திகரமாக	voldaan
பூஸ்ட்	promoten
புகைப்படக்கலை	fotograferen
புகைப்படக்கலை	fotografie
கோபன்ஹேகன்	kopenhagen
விவேகமான	verstandig
சியர்ஸ்	proost
எலக்ட்ரோ	elektro
இஸ்லாமிக்	islamitisch
இஸ்லாமிக்	islamitische
தியாகங்கள்	offers
காட்டேரிகள்	vampieren
காட்டேரிகள்	vampiers
ரைம்	rijmen
ரைம்	rijm
தூதரகங்களை	ambassadeurs
மிரியம்	mirjam
வங்கியாளர்கள்	bankieren
வங்கியாளர்கள்	bankiers
அறைந்தார்கள்	genageld
திரைச்சீலை	gordijn
சவாரிகள்	ritten
சவாரிகள்	attracties
துரோகிகள்	verraders
ஆனேன்	atheïst
ஊறி	loog
குறுக்குவழி	sneltoets
பேக்கிங்	bakken
பேக்கிங்	inpakken
பேக்கிங்	verpakken
நீக்குக	verwijder
நீக்குக	verwijderen
சேணம்	zadel
தொட்டிலில்	wieg
#அவன்	#hij
கையெறி	granaten
நடைபயணம்	wandeling
நடைபயணம்	lopen
சலித்து	vervelen
சலித்து	verveeld
சலித்து	verveling
விளம்பரப்படுத்தப்பட்ட	gepromoot
ஹொண்டூராஸ்	hondurese
நினைவில்லை	vergeten
சலுகையை	aanbieding
சலுகையை	aanbod
சலுகையை	bieden
சலுகையை	aanbieden
அனுபவிக்கவும்	genieten
அனுபவிக்கவும்	geniet
பொருத்தங்கள்	wedstrijden
பொருத்தங்கள்	lucifers
தீர்ப்பளித்து	gedetineerde
தீர்ப்பளித்து	veroordeelde
நூடுல்ஸ்	noedels
ஓபோ	hobo
மூஸா	mozes
ரைம்ஸ்	rijmt
ரைம்ஸ்	rijmen
அமைதிப்படுத்தும்	kalmeert
வணங்குகிறேன்	groet
ஜலதோஷம்	koude
ஜலதோஷம்	koud
ஜலதோஷம்	kou
ஏமாற்றிய	bedrogen
கமா	komma
ரோல்ஸ்	rollen
ரொட்டியை	broodrooster
டிராக்டர்	trekker
மேலேற்றம்	hemelvaart
கருவியல்	embryologie
சிறுநீர்வழி	plasbuis
நாக்குகள்	tongen
சுங்கன்	gezonken
சுங்கன்	verzonken
சொல்வள	woordenschat
சொல்வள	woordenlijst
கொடியது	dodelijk
கொடியது	dodelijke
சித்தாந்தங்கள்	ideologieën
மிதத்தல்	levitatie
தொகுப்புவினை	synthese
மோட்டார்சைக்கிள்	motor
மோட்டார்சைக்கிள்	motorfiets
இளி	grijns
விக்கல்	hik
ஜாக்கெட்	jas
ஜாக்கெட்	jasje
உறங்கி	slapend
அத்தாட்சி	onderteken
அத்தாட்சி	teken
அத்தாட்சி	ondertekenen
அத்தாட்சி	tekenen
தயாரிப்பைப்	produkt
இழுக்கவும்	slepen
இழுக்கவும்	sleep
இழுக்கவும்	verslepen
வணங்குகிறோம்	aanbidding
வணங்குகிறோம்	aanbidden
வணங்குகிறோம்	verering
கிரில்	gril
கிரில்	grillen
கவலையாக	ongerust
கவலையாக	bezorgd
சூழ்பொருளியல்	pragmatiek
கைக்குட்டை	zakdoek
நிரந்தரமானது	blijvend
நிரந்தரமானது	blijvende
நிரந்தரமானது	permanente
தர்பூசணி	watermeloen
கார்ப்ஸ்	korps
ஆம்புலன்ஸ்	ziekenwagen
சோப்புகள்	zeep
புஸ்ஸி	poesje
பேட்டரிகள்	batterijen
அழைக்கவும்	bellen
அழைக்கவும்	oproep
அழைக்கவும்	bel
அளி	uitgerekt
அளி	strekte
மூடவும்	sluiten
மூடவும்	dichtbij
மூடவும்	afsluiten
மூடவும்	sluit
மினியேச்சர்	miniatuur
கண்ணீரை	tranen
தேங்காய்கள்	kokosnoten
கொன்றுவிடும்	doden
அயோனியன்	ionische
சிரமமும்	zwoegen
டிராக்டர்கள்	trekkers
டிராக்டர்கள்	tractoren
அட்டூழியங்கள்	wreedheden
அட்டூழியங்கள்	gruweldaden
கார்வெண்	bonte
ஊக்கமளிக்கும்	inspirerende
ஊக்கமளிக்கும்	inspirerend
லாபங்கள்	fortuin
