что	อะไร
знаменитость	ดัง
жадный	โลภ
предсказано	ทำนาย
горд	ภูมิใจ
радд	รัดรูป
радд	รัด
предостережение	เตือน
ступеньки	บันได
тётушка	ป้า
блант	ทื่อๆ
мужественный	แมน
пицца	พิซซ่า
щедрость	ค่าหัว
лопаты	พลั่ว
многоцелевых	อเนกประสงค์
отвратительно	ขยะแขยง
бинго	บิงโก
введите	ป้อน
уважали	นับถือ
семенной	เมล็ด
подтвердите	ยืนยัน
кес	กีซ
черника	บลูเบอร์รี
термометр	เทอร์โมมิเตอร์
братец	น้อง
купаться	อาบ
прыгнуть	กระโดด
прыгнуть	โดด
фоллс	ฟอลส์
фоллс	น้ำตก
свечу	เทียน
свечу	เทียนไข
платки	ผ้าเช็ดหน้า
смелая	กล้า
сонной	ง่วง
унций	ออนซ์
наказал	ลงโทษ
жалость	สงสาร
прогрессивное	ก้าวหน้า
полотенце	ผ้าเช็ดตัว
пельмени	เกี๊ยว
поглотить	ซึม
поглотить	ซึมซับ
ведра	ถัง
знай	รู้
знай	ทราบ
мертвый	ตาย
таракан	แมลงสาบ
сантиметр	เซนติเมตร
хрупкий	บอบบาง
умри	ตาย
евнух	ขันที
чучела	ยัด
ценообразования	ราคา
красотка	งดงาม
красотка	งามๆ
красотка	ฮอต
дзен	เซน
бритва	มีดโกน
притягивает	ดึงดูด
силиконовой	ซิลิคอน
пэк	เพค
пэк	เพ็ก
пэк	เพ็ค
сэл	แซล
радха	รัต
взвешивания	ชั่ง
яванский	ชวา
кайф	สนุกสนาน
кайф	บัซ
кайф	สนุก
прощайте	ลา
прощайте	อำลา
горжусь	ภูมิใจ
бойфренд	แฟน
чур	จอง
зад	ตูด
зад	ก้น
завесу	ปกคลุม
завесу	มิติ
нейтан	ธาน
нейтан	เนธาน
навоза	ปุ๋ย
слюны	น้ำลาย
псих	โรคจิต
псих	จิต
подсудимый	จำเลย
пожертвовали	บริจาค
невинные	บริสุทธิ์
муссон	มรสุม
гэн	ขา
ведомость	คำแถลง
устала	เพลีย
устала	เหนื่อย
дренаж	ระบาย
бездомный	จร
бездомный	จรจัด
мытья	ล้าง
грустная	เศร้า
грустная	เศร้าๆ
закупка	ซื้อ
болит	ปวด
болит	ระบม
болит	เจ็บ
багажнике	หีบ
багажнике	ลำต้น
защитите	ป้องกัน
защитите	ปกป้อง
нейтрон	นิวตรอน
приходи	มา
стайлз	สไตล์
тсн	cok
перебил	ขัดจังหวะ
перевернуть	พลิก
эмс	เอ็ม
подкуп	สินบน
палестинцы	ปาเลสไตน์
плачь	ร้องไห้
плачь	ร่ำไห้
жесть	หยาบ
жесть	ขรุขระ
жесть	ลำบาก
рюкзак	เป้
трезубец	สามง่าม
папок	โฟลเดอร์
анкета	แบบสอบถาม
срю	ทอด
делл	เดลล์
доброты	น้ำใจ
балконов	ระเบียง
человечность	มนุษยธรรม
человечность	มนุษยชาติ
дивиденды	ปันผล
дивиденды	เงินปันผล
скрижали	แท็บเล็ต
пей	ดื่ม
хакеры	แฮกเกอร์
щеки	แก้ม
собеседование	สัมภาษณ์
юбку	กระโปรง
эймс	เอม
джу	จูง
джу	จู
волноваться	ห่วง
волноваться	กังวล
инстинкты	สัญชาตญาณ
дырки	รู
галлонов	แกลลอน
ревизора	display
съели	กิน
токсичные	พิษ
элегантный	หรูหรา
лгать	โกหก
процветать	งอกงาม
классно	เยี่ยม
получателей	ผู้รับ
шланг	วรรณ
ростки	ถั่วงอก
вакцину	วัคซีน
орхидеи	กล้วยไม้
