در	ประตู
شرابی	ไวน์
دنیاهای	โลก
امتحانی	สอบ
کزاز	บาดทะยัก
گیجگاهی	ขมับ
رومان	โรมัน
استعلام	สอบถาม
حراجی	ประมูล
حراجی	ยกนิ้ว
موانعی	อุปสรรค
فیله	ช้าง
گاوها	วัว
حوله	ผ้าเช็ดตัว
فناوریهای	เทคโนโลยี
بزه	แพะ
اسیری	นักโทษ
اسیری	เชลย
ترحم	สงสาร
آبستن	ท้อง
سامرز	ซัมเมอร์
داکار	ดาการ์
سرمقاله	บรรณาธิการ
وقار	ศักดิ์ศรี
گدا	ขอทาน
اوتر	นาก
انجل	เทวดา
انجل	นางฟ้า
جوک	มุก
جوک	อำ
جوک	มุข
جوک	ตลก
دستبند	กุญแจมือ
بادبزن	แฟน
بادبزن	แฟนๆ
بادبزن	พัดลม
موزاییک	โมเสก
فیوز	ฟิวส์
تلکوم	ephesus
لول	มึนเมา
لول	โลเวลล์
لول	มึน
لول	เลเวล
لول	ระดับ
لیائو	เหลียว
بشنود	ยิน
بشنود	ได้ยิน
دماسنج	เทอร์โมมิเตอร์
جاسمین	มะลิ
عطیه	บุญ
فشن	แฟชั่น
غیرمتعارف	แหวก
بازنشست	เกษียณ
بادبادک	ว่าว
چیک	ลูกไก่
چیک	เจี๊ยบ
ژائو	เจา
دهدهی	ทศนิยม
صدقه	ทำบุญ
صدقه	ทาน
صدقه	บริจาค
هشیاری	สติ
هشیاری	จิตสำนึก
هوادارن	แฟนๆ
خونسرد	เจ๋ง
خونسرد	เย็น
خونسرد	เท่
خونسرد	เท่ห์
نوکر	บ่าว
هالند	ฮอลแลนด์
سکتور	ภาค
گوت	แพะ
جذبه	เสน่ห์
دستگاهها	เครื่องจักร
دستگاهها	อุปกรณ์
نارنگی	ส้ม
محصل	นักศึกษา
محصل	นักเรียน
گیرندگان	ผู้รับ
پادزهر	ถอนพิษ
گارانتی	ประกัน
دستهای	มือ
شفای	รักษา
مرزبانی	ชายแดน
مرزبانی	กรอบ
مرزبانی	ขอบ
مبل	เฟอร์นิเจอร์
مبل	โซฟา
خونگرم	ห่วงใย
لگنی	เชิงกราน
گریک	เคร็ก
گریک	เคร
خرسند	เนื้อหา
لنگرگاه	ท่าเรือ
لنگرگاه	อู่
تمدنهای	อารยธรรม
خروش	คำราม
کالبدشکافی	ชำแหละ
کالبدشکافی	ชันสูตร
تشک	พรม
تشک	ที่นอน
سافاری	ซาฟารี
لشگر	คอร์ป
لشگر	กองทัพ
لشگر	ทัพ
سالخوردگی	ริ้ว
ماک	หมาก
نازیها	นาซี
زیپ	รูด
زیپ	ซิป
زیپ	ซิบ
نادان	งมงาย
هذیان	เพ้อ
کلاچ	คลัช
کلاچ	คลัตช์
آماره	สถิติ
شوهری	สามี
شوهری	ผัว
تماشایی	งดงาม
فیلمهایی	ภาพยนตร์
فیلمهایی	ภาพยนต์
فیلمهایی	หนัง
زنجره	จักจั่น
سودآور	กำไร
بالاتنه	หน้าอก
فنچ	ฟินซ์
فنچ	ฟินช์
چنگر	คูต
چنگر	แก่ง
خواهری	น้อง
پوره	บด
گرداندن	จัดการ
گرداندن	รับมือ
مولان	มู่
میخانه	ผับ
مکیدن	ห่วย
مکیدن	ดูด
گیب	เกบ
گیب	เก้บ
غریزی	สัญชาตญาณ
سونا	โซนา
چیپس	ชิป
تورک	เติร์ก
آسودگی	สบายใจ
آسودگی	สบาย
آبکاری	ชุบ
چکشی	ค้อน
پرند	ไข่มุก
سیت	ซิธ
آشوکا	โศก
گیجی	สับสน
قرارداده	สัญญา
لقمه	กลืน
بزرگواری	ศักดิ์ศรี
لیم	เลียม
لیم	อิม
پرشی	กระโดด
پرشی	โดด
بیلیارد	บิลเลียด
بیلیارد	สระ
بیلیارد	พูล
پارچ	เหยือก
بریدگی	ตัด
پرتقالی	โปรตุเกส
رندل	แรนดอล
رندل	แรนดอลล์
رندل	แรนดัล
حواله	ร่าง
نویسند	เขียน
واشینگتون	วอชิงตัน
سرگردانی	เร่ร่อน
ماشه	ไก
میگوی	กุ้ง
آبگینه	ใส
فلاور	ดอกไม้
باکرگی	เวอร์จิน
باکرگی	จิ้น
ساران	ศรัณ
ساران	ศรัณย์
ظالمانه	ฝ่าฝืน
ظالمانه	อุกอาจ
عنکبوتیان	แมง
سردرگم	งง
سردرگم	สับสน
کورال	ปะการัง
آزمونهای	ทดสอบ
جاس	จอส
سرخوش	เกย์
مردد	ลังเล
قیف	กรวย
قیف	โคน
گیاهخوار	มังสวิรัติ
گاتهام	กอธ
قبایلی	เผ่า
گوسفندی	แกะ
امهرست	แอม
شاخک	หนวด
کارما	กรรม
برکات	พร
ریورز	แม่น้ำ
ریورز	ลำน้ำ
قارچها	เห็ด
آکی	อะกิ
آکی	อากิ
مربا	แจม
مربا	แยม
گوست	ผี
دب	เด็บ
دینگ	ติง
زردچوبه	ขมิ้น
مثلی	ตัวอย่าง
زورو	โซโล
رگهای	เส้นเลือด
پاش	ขา
زنجیرهای	โซ่
زنجیرهای	ลูกโซ่
خودآگاه	สติ
خودآگاه	จิตสำนึก
سرسری	สบายๆ
بدلی	จำลอง
رهیاب	เตอร์
بافتها	เนื้อเยื่อ
ساک	ห่วย
ساک	กระเป๋า
ساک	แบ็ค
ساک	ถุง
توپر	แข็ง
توپر	มั่นคง
توپر	ของแข็ง
توپر	ทึบ
توپر	หนา
ماهها	เดือน
ماهها	พระจันทร์
اشرار	นับ
ملتها	ประชาชาติ
ملتها	สหประชาชาติ
قلاده	ปลอกคอ
نک	คอ
نک	คอง
نک	คอร์
نک	ต้นคอ
عطسه	จาม
کستل	ปราสาท
عینکی	แว่นตา
عینکی	แก้ว
عینکی	แว่น
رختخواب	เตียง
رختخواب	ที่นอน
رختخواب	นอน
یانگون	ย่างกุ้ง
فارم	ไร่
فارم	ฟาร์ม
بازخرید	แลก
بمانی	อยู่
حریص	โลภ
بسیط	ครอบคลุม
حماقت	โง่
اسلش	เฉือน
هایتس	ไฮท์
گرس	วัชพืช
گرس	กัญชา
تراموا	กระเช้า
تراموا	ราง
آلبومهای	อัลบั้ม
تگرگ	ลูกเห็บ
نفسی	วิญญาณ
راهزنی	โจร
ببوس	จูบ
چاپگرهای	เครื่องพิมพ์
فقیری	คนจน
فقیری	ยากจน
زنها	สตรี
زنها	หญิง
هالت	โฮลท์
هالت	โฮล์ท
هالت	โฮลต์
گلاس	แก้ว
گلاس	กระจก
تونیک	โทนิค
تونیک	บำรุง
گوئن	กวน
زنگوله	ระฆัง
زنگوله	กระดิ่ง
تورها	ตาข่าย
ایچی	คัน
عبادتگاه	วัด
عبادتگاه	วิหาร
سولومون	โซโลมอน
بازوها	แขน
آمبر	อำพัน
مضطرب	ประสาท
خرسی	แบก
خرسی	หมี
موکل	ลูกค้า
چرخیدن	ปั่น
چرخیدن	หมุน
دندانها	ฟัน
زوزه	หอน
اخلاص	ทุ่มเท
اخلاص	อุทิศ
اخلاص	จริงใจ
قیمتها	ราคา
پروتئینها	โปรตีน
لاغری	บาง
لاغری	บางๆ
لاغری	ผอม
سروی	สำรวจ
سخره	หน้าผา
خوشگله	งดงาม
خوشگله	งามๆ
خوشگله	สวยๆ
خوشگله	สวย
خودپرداز	เอทีเอ็ม
مخلص	จริงใจ
مثالهای	ตัวอย่าง
مکانها	ตำแหน่งที่ตั้ง
هواکش	ระบาย
چنل	ช่อง
گرمتر	อุ่น
بریزید	เท
رینو	แรด
رینو	โนรี
پیا	เพียร์
گیگ	กิ๊ก
فتو	รูปภาพ
فتو	รูป
فتو	ภาพถ่าย
ترازوی	ตาชั่ง
ترازوی	เกล็ด
خرافه	ไสยศาสตร์
قطاری	รถไฟ
مودبانه	สุภาพ
ناجور	อึดอัด
اسپیر	หอก
اسپیر	หอน
آرچ	อาร์ช
عالیست	โหด
خنجری	กริช
چکه	หยด
خوبش	ดี
خوبش	เก่ง
گالون	แกลลอน
بمیر	ตาย
سک	วินาที
رُم	โรม
بونگ	บง
بونگ	บอง
ناس	นาส
واردشده	ป้อน
دائه	แด
ویروسها	ไวรัส
درفت	ร่าง
مهاجرتی	ต่างด้าว
فشارسنج	บารอมิเตอร์
شمارۀ	จำนวน
شمارۀ	หมายเลข
لپ	แล็ปท็อป
آناناس	สับปะรด
رهن	จำนอง
رهن	ผ่อน
درپوش	ฝา
دیاموند	เพชร
دیاموند	ไดมอนด์
کبودی	ช้ำ
فروختن	ขาย
دارخزک	จิ้งจก
کارخواه	ลูกค้า
اتمها	อะตอม
ویه	วี
رفاقت	ชักนำ
رفاقت	มิตรภาพ
رفاقت	นำพา
نسخۀ	เวอร์ชั่น
نسخۀ	เวอร์ชัน
آبنبات	ลูกอม
آبنبات	ขนม
ناهمواری	ภูมิประเทศ
دوهفته	ปักษ์
کافیه	พอ
سپاسگزار	กตัญญู
زورگویی	รังแก
صندوقچه	อก
صندوقچه	หีบ
صندوقچه	หน้าอก
ژنهای	ยีน
جائه	แจ
سطرها	แถว
اختاپوس	ปลาหมึก
منور	พลุ
لجبازی	ดื้อ
زینه	ปริญญา
ردای	อาภรณ์
جب	แย็บ
ملامت	ตำหนิ
متفق	เอกฉันท์
عمانی	โอมาน
اکر	เอเคอร์
دمو	สาธิต
کاروانی	คาราวาน
آلمانها	เยอรมัน
چد	แชด
چد	ชาด
همبرگر	แฮมเบอร์เกอร์
موریانه	ปลวก
ملتهب	อักเสบ
خره	ลา
مریضی	ป่วย
بارد	กวี
مانو	มานู
گیس	วิก
بلوکه	บล็อก
الرسول	กองพล
پرفسور	ศาสตราจารย์
مزاح	ขัน
ریپ	ฉีก
کروک	มิจฉาชีพ
اثاثیه	เฟอร์นิเจอร์
کپه	กอง
موقتا	ชั่วคราว
اوکس	โอ๊ค
اوکس	โอ๊ต
کاملش	ฟู
کاملش	เต็ม
فینچ	ฟินซ์
فینچ	ฟินช์
ویژگیها	คุณสมบัติ
ویژگیها	ทรัพย์สิน
داداش	น้อง
ترسو	จิ๋ม
اندامها	อวัยวะ
یونانیها	กรีก
چیلی	พริก
گوس	ห่าน
چادری	เต็นท์
دواین	ดวน
لایل	ไลล์
لایل	ไลน์
استیج	เวที
استیج	ขั้น
بکشم	สังหาร
بکشم	ฆ่า
خراجی	ส่วย
خراجی	บรรณาการ
ترسیده	กลัว
بیرق	แบนเนอร์
پتو	ผ้าห่ม
سرایدار	ภารโรง
برار	ทิ้ง
عیاشی	มึนเมา
ختمی	จำนำ
چوک	สามชุก
مغزها	สมอง
دستگیره	จัดการ
دستگیره	รับมือ
چشمها	ดวงตา
چشمها	นัยน์ตา
چشمها	สายตา
چشمها	ตา
راهزن	โจร
آسپرین	แอสไพริน
آلاچیق	ศาลา
نینجای	นินจา
غرش	คำราม
محلهای	ตำแหน่งที่ตั้ง
اثاث	เฟอร์นิเจอร์
اسپایدر	แมงมุม
سگهای	สุนัข
