மற்றும்	そして
அத்தாட்சி	署名
அத்தாட்சி	記号
தூப்ளே	デュプレクス
அம்முராபி	ハンムラビ
தயாரிப்பைப்	プロダクト
தயாரிப்பைப்	製品
இழுக்கவும்	ドラッグ
வணங்குகிறோம்	崇拝
கொனாக்ரி	コナクリ
கிரில்	グリル
கவலையாக	心配
கைக்குட்டை	ハンカチ
நிரந்தரமானது	パーマネント
தர்பூசணி	スイカ
கார்ப்ஸ்	軍団
ஆம்புலன்ஸ்	救急車
டெட்ராசைக்ளின்	テトラサイクリン
ஃப்ரேசர்	フレーザー
சோப்புகள்	石鹸
புஸ்ஸி	プッシー
பேட்டரிகள்	電池
அழைக்கவும்	通話
அழைக்கவும்	コール
மூடவும்	閉じる
மூடவும்	クローズ
மினியேச்சர்	ミニチュア
ஹூனான்	湖南省
மாஸ்ட்ரிக்ட்	マーストリヒト
அலெக்ஸாண்ட்ரா	アレクサンドラ
தேங்காய்கள்	ココナッツ
அகோரா	アゴラ
கொன்றுவிடும்	キル
தூண்டம்	インダクタンス
யாவுண்டே	ヤウンデ
சிரமமும்	労苦
டிராக்டர்கள்	トラクター
கோமேதகம்	ガーネット
மாலர்	マーラー
சிவிங்கிப்புலி	チーター
ஊக்கமளிக்கும்	インスピレーション
டிம்மி	ティミー
பிச்சைக்காரன்	乞食
கிர்ச்னர்	キルチネル
பக்கெட்	バケット
பக்கெட்	バケツ
சக்கரி	ザカリー
சிரிஸ்	ケレス
லாரென்சோ	ロレンソ
லாரென்சோ	ロレンツォ
கொடுப்பான்	与える
எதிர்ப்பார்த்த	期待
வாரிசுகளின்	氏族
ஏறுவரிசை	昇順
குரோசோ	グロッソ
போஷ்	ボッシュ
தச்சர்கள்	大工
தச்சர்கள்	カーペンターズ
காதணிகள்	イヤリング
அலறல்	絶叫
அலறல்	スクリーム
அலறல்	叫び
அலறல்	叫び声
ஏசாயா	イザヤ
குசுக்கோ	クスコ
ஷரியா	シャリーア
ஹோக்கிங்	ホーキング
தோட்டாக்கள்	弾丸
கோகா	甲賀
கோகா	古賀
கோகா	古河
மேசான்கள்	中間子
அட்வான்ஸ்	事前
டோபே	トビー
மூர்ச்சை	気絶
ரோஸ்மேரி	ローズマリー
ஹேரியட்	ハリエット
மூஞ்சூறு	トガリネズミ
சுத்திகரிக்கும்	浄化
படிகாரம்	ミョウバン
உதவிகரமான	役立つ
துண்டிப்பு	切断
குளிப்பது	入浴
கூகன்	クーガン
ஓலா	オラ
எஜமான்	ボズ
கிரிம்சன்	クリムゾン
கர்ப்பமான	妊娠
ரேஷன்	配給
ரேஷன்	レーション
மீட்டெடு	復元
சுவைத்து	味見
சுவைத்து	味覚
தருணங்களை	モーメント
துலே	トゥーレ
நடைபாதையில்	歩道
மாட்ட	マタ
பங்காசி	ベンガジ
பரப்புகிறது	広がる
ஐசன்பர்க்	ハイゼンベルク
பேனாக்கள்	ペン
ராபர்டோ	ロベルト
கலந்துரையாடலை	話し合い
கலந்துரையாடலை	ディスカッション
எம்பிராய்டரி	刺繍
தன்னம்பிக்கையை	自信
ஒழியும்	撲滅
துப்ருக்	トブルク
மலோன்	マローン
ரிட்ஸ்	リッツ
தேனிலவு	新婚旅行
தேனிலவு	ハネムーン
குறிப்பிடு	指定
காற்றுப்பை	エアバッグ
உபசாரம்	礼儀
நிகோ	ニコ
டாபி	足袋
பிராண்டு	銘柄
பிராண்டு	ブランド
ஸ்குவாட்	分隊
கிளிஃப்	クリフ
மோதிரங்கள்	リング
மோதிரங்கள்	指輪
பைப்லைன்	パイプライン
பிகோனியா	ベゴニア
சைக்கோ	サイコ
செரியாமை	消化不良
அளக்கக்கூடிய	スケーラブル
கழிப்பறைகள்	浴室
ஐசோலியூசின்	イソロイシン
அக்வா	アクア
அக்குள்	脇の下
பாவி	罪人
கட்லர்	カトラー
ஏவான்	エイヴォン
சந்தேகத்திற்கிடமான	不審
கோல்ட்பெர்க்	ゴールドバーグ
பிளம்	プラム
பிளம்	スモモ
தானியா	タニア
சலா	サラート
கிளெக்	クレッグ
இறுதியாய்	やっと
இறுதியாய்	遂に
இறுதியாய்	ついに
சாமான்	荷物
வாழ்த்துகிறோம்	見通し
நிரந்தரம்	パーマネント
கர்ப்பிணிகள்	妊娠
அக்கார்டியன்	アコーディオン
லோவல்	ローウェル
டாப்ஸ்	トップス
மான்டி	モンティ
ஸ்னைடர்	シュナイダー
சிர்கா	年頃
கதே	キャセイ
புதுப்பிக்கவும்	更新
புதுப்பிக்கவும்	アップデート
லேன்ஸ்	車線
சகோதரர்களே	ブラザーズ
சகோதரர்களே	ブロス
சகோதரர்களே	兄弟
ஃபீல்டர்	野手
இடுக்கேரிகள்	フィヨルド
பொருத்தமில்லை	不正確
குடியிருப்பாளர்கள்	住民
வெளியேற்று	出口
வெளியேற்று	終了
டிட்டோ	ティト
பிகோ	ピコ
மாரீஸ்	モーリス
தள்ளிய	オフセット
அனி	アニ
ராயல்டி	王族
லூசியானோ	ルチアーノ
ஒடிஸி	オデッセイ
கலாசுனிக்கோவ்	カラシニコフ
ரிப்	リップ
ரிப்	リッピング
நிரப்பல்	パディング
இருட்டடிப்பு	停電
ரக்கூன்	アライグマ
ஒட்டல்	接ぎ木
கற்பை	処女
அவசியங்கள்	必需品
தாவு	ジャンプ
ஷேடி	いかがわしい
சப்போரோ	札幌
ஹுட்	ハット
காமி	漫画
காமி	コミック
கசடு	スラグ
ஆரோக்கியமானது	ヘルシー
ஆரோக்கியமானது	健康
பேரழகு	豪華
பேரழகு	ゴージャス
விநியோகங்கள்	デリバリー
சாஷா	サーシャ
ஓய்வின்றி	そわそわ
தள்ளு	押す
தள்ளு	プッシュ
ஃபிலிப்ஸ்	フィリップス
நெகிழ்சி	根岸
வஜ்ர	金剛杵
வஜ்ர	ヴァジュラ
கழைக்கூத்து	アクロバット
கழைக்கூத்து	曲芸
வார்த்தையே	単語
வார்த்தையே	言葉
வார்த்தையே	ワード
கோரன்	ゴラン
ஊர்வனவும்	爬虫類
கைய	買収
பழிவாங்கல்	報復
பழிவாங்கல்	リベンジ
பழிவாங்கல்	復讐
உண்மையிலே	本当に
ஏஜென்ட்	代理人
ஏஜென்ட்	エージェント
போல்ட்ஸ்மான்	ボルツマン
நினோ	ニノ
கீக்	オタク
ஜென்ஸ்	ヤンス
லாக்டேட்டு	乳酸
படிக்கிறேன்	勉強
எட்மன்டன்	エドモントン
தவிர்ப்புத்	除外
எனாமல்	エナメル
மெத்தடிஸ்ட்	メソジスト
அகி	アキ
நியாயமா	フェア
அனுமதிக்கவும்	許可
பிக்மி	ピグミー
சால்வை	ショール
அழகோடு	フォトジェニック
செய்திமடல்	会報
செய்திமடல்	ニュースレター
கிளயார்	クレア
ஒருங்கிணைப்புகள்	座標
உரசல்	摩擦
விரைவானது	速い
விரைவானது	高速
